pop	pop_type	num_TP	out	coexist_length	mutate_TP	all	fixed_basal
401	wt	9	1	165	99	4	4
401	wt	9	1	165	132	3	3
401	wt	9	1	165	165	30	0
401	wt	9	1	165	198	21	0
401	wt	9	1	165	231	18	0
401	wt	9	1	165	264	28	0
401	wt	9	1	165	297	0	0
402	del_mutL_srlD	9	1	66	29	91	54
402	del_mutL_srlD	9	1	66	66	75	21
402	del_mutL_srlD	9	1	66	99	71	30
402	del_mutL_srlD	9	1	66	132	48	13
402	del_mutL_srlD	9	1	66	165	239	54
402	del_mutL_srlD	9	1	66	198	41	0
402	del_mutL_srlD	9	1	66	231	58	0
402	del_mutL_srlD	9	1	66	264	352	5
402	del_mutL_srlD	9	1	66	297	0	0
403	del_araBAD	7	1	198	66	17	17
403	del_araBAD	7	1	198	99	47	1
403	del_araBAD	7	1	198	132	17	0
403	del_araBAD	7	1	198	165	18	1
