pop	pop_type	num_TP	out	coexist_length	mutate_TP	SE	SF	SP	NE	NF	NP	IE	IF	IP	S1	S2	S3	S4	S5	S6	S7	S8	N1	N2	N3	N4	N5	N6	N7	N8	I1	I2	I3	I4	I5	I6	I7	I8
119	del_mutL_srlD	9	0	0	2970	0	0	55	0	0	144	0	0	24	0	0	0	0	0	54	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	24	0	0
120	del_araBAD	9	1	1650	297	0	0	0	3	0	4	14	0	4	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	5	0	1	2	0	0	0	0
120	del_araBAD	9	1	1650	660	4	0	0	3	0	2	3	0	0	4	0	0	0	0	0	0	0	3	0	1	2	0	0	0	0	6	0	0	1	0	0	0	0
120	del_araBAD	9	1	1650	990	15	0	0	11	0	1	0	0	0	15	0	0	0	0	0	0	0	12	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
120	del_araBAD	9	1	1650	1320	24	0	0	12	0	2	2	0	1	24	0	0	0	0	0	0	0	12	0	0	1	0	1	0	0	2	0	1	0	0	0	0	0
120	del_araBAD	9	1	1650	1650	11	0	0	14	0	2	46	0	0	11	0	0	0	0	0	0	0	14	0	0	2	0	0	0	0	48	0	0	0	0	0	0	0
120	del_araBAD	9	1	1650	1980	43	0	10	28	0	2	56	0	1	43	0	0	13	0	2	0	0	28	0	0	3	0	2	0	0	58	0	0	1	0	1	0	0
120	del_araBAD	9	1	1650	2310	6	0	0	13	0	3	3	0	0	6	0	0	0	0	0	0	0	13	0	0	0	0	3	0	0	5	0	0	0	0	0	0	0
120	del_araBAD	9	1	1650	2640	8	0	5	17	0	9	11	0	16	8	0	0	1	0	3	0	0	17	0	0	2	0	7	0	0	11	0	0	3	0	13	0	0
120	del_araBAD	9	1	1650	2970	0	0	22	0	0	89	0	0	62	0	0	0	0	0	18	0	0	0	0	0	0	1	85	0	0	0	0	0	0	0	61	0	0
121	del_mutL	8	1	2310	297	11	0	3	27	0	2	6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
121	del_mutL	8	1	2310	660	37	0	4	64	0	16	24	0	5	39	0	5	0	0	2	0	0	75	0	15	0	0	4	0	0	27	0	2	0	0	4	0	0
121	del_mutL	8	1	2310	990	138	0	14	67	0	35	8	0	7	138	0	7	0	0	7	0	0	67	0	24	0	0	13	0	0	8	0	4	0	0	3	0	0
121	del_mutL	8	1	2310	1650	87	0	76	261	0	172	54	0	32	87	0	10	0	0	66	0	0	262	0	30	0	0	140	0	0	54	0	3	0	0	29	0	0
121	del_mutL	8	1	2310	1980	58	0	76	181	0	169	32	0	37	57	0	4	0	0	73	0	0	182	0	0	0	0	170	0	0	32	0	1	0	0	36	0	0
121	del_mutL	8	1	2310	2310	16	0	12	50	1	32	12	0	6	16	0	0	0	0	12	0	0	50	0	1	0	0	32	0	0	12	0	1	0	0	6	0	0
121	del_mutL	8	1	2310	2640	101	0	55	216	0	152	89	0	51	101	0	1	0	0	54	0	0	215	0	1	0	1	150	0	0	89	0	1	0	0	49	0	0
121	del_mutL	8	1	2310	2970	0	0	85	0	0	209	0	0	50	0	0	0	0	0	94	0	0	0	0	0	0	0	222	0	0	0	0	0	0	0	53	0	0
122	del_srlD	3	-1	0	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
122	del_srlD	3	-1	0	1320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
122	del_srlD	3	-1	0	1980	0	0	243	0	0	461	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
123	del_mutL_araBAD	9	1	1980	297	24	1	4	33	0	21	10	0	4	3	0	0	0	2	0	0	0	7	0	0	0	7	0	0	0	0	0	0	0	1	0	0	0
123	del_mutL_araBAD	9	1	1980	660	23	0	7	66	0	13	26	0	0	25	0	8	1	0	2	0	0	72	0	23	2	0	1	0	0	29	0	2	0	0	2	0	0
123	del_mutL_araBAD	9	1	1980	990	65	0	0	91	0	1	35	0	0	65	0	1	0	0	0	0	0	91	0	1	1	0	1	0	0	36	0	0	0	0	0	0	0
123	del_mutL_araBAD	9	1	1980	1320	44	0	24	71	0	72	19	0	23	45	0	15	13	0	3	0	0	72	0	34	50	1	8	0	0	20	0	13	9	0	1	0	0
123	del_mutL_araBAD	9	1	1980	1650	63	0	45	142	0	153	65	0	25	62	0	7	27	0	7	0	0	142	0	22	118	1	2	0	0	66	0	2	22	0	1	0	0
123	del_mutL_araBAD	9	1	1980	1980	76	0	22	139	0	89	8	0	4	86	0	21	3	0	0	0	0	149	0	95	7	0	9	0	0	11	0	18	1	0	0	0	0
123	del_mutL_araBAD	9	1	1980	2310	53	0	28	136	0	102	36	0	33	53	0	9	6	0	12	0	0	136	0	36	9	0	33	0	0	36	0	8	4	0	6	0	0
123	del_mutL_araBAD	9	1	1980	2640	44	0	27	139	0	139	57	0	36	44	0	3	17	0	6	0	0	139	0	40	66	0	31	0	0	56	0	5	17	0	14	0	0
123	del_mutL_araBAD	9	1	1980	2970	0	0	161	0	0	370	0	0	84	0	0	0	0	0	165	0	0	0	0	0	0	0	371	0	0	0	0	0	0	0	85	0	0
124	wt	8	-1	0	297	7	0	0	5	0	2	15	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
124	wt	8	-1	0	660	0	0	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
124	wt	8	-1	0	990	28	0	0	11	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
124	wt	8	-1	0	1650	12	0	1	18	0	2	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
124	wt	8	-1	0	1980	41	0	0	48	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
124	wt	8	-1	0	2310	7	0	6	23	0	10	3	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
124	wt	8	-1	0	2640	0	0	22	0	0	23	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
124	wt	8	-1	0	2970	0	0	36	0	0	183	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
201	wt	9	1	2640	1188	16	0	0	16	0	1	20	1	5	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	1	0	0	0	2	0	0
201	wt	9	1	2640	2640	1	0	0	4	0	4	4	0	3	1	0	0	0	0	0	0	0	4	0	0	3	0	1	0	0	6	0	0	3	0	0	0	0
201	wt	9	1	2640	3960	15	0	0	6	0	1	1	0	0	16	0	0	0	0	0	0	0	6	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
201	wt	9	1	2640	5280	7	0	0	15	0	0	3	0	1	7	0	0	0	0	0	0	0	15	0	0	1	0	0	0	0	3	0	0	0	0	1	0	0
201	wt	9	1	2640	6600	2	0	2	3	0	3	4	0	2	2	0	0	2	0	0	0	0	3	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0
201	wt	9	1	2640	7920	26	0	0	63	0	1	12	0	1	40	0	0	0	0	0	0	0	77	0	1	1	0	0	0	0	27	0	0	1	0	0	0	0
201	wt	9	1	2640	9240	13	0	1	10	0	9	4	0	1	13	0	0	0	0	1	0	0	10	0	0	5	0	4	0	0	4	0	1	2	0	2	0	0
201	wt	9	1	2640	10560	18	0	22	83	0	24	109	0	21	18	0	0	4	0	18	0	0	83	0	0	7	0	17	0	0	109	0	0	5	0	15	0	0
201	wt	9	1	2640	11880	0	0	11	0	0	24	0	0	14	0	0	0	0	0	11	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	16	0	0
202	del_mutL_srlD	9	1	1452	1188	27	0	58	34	1	77	30	0	22	0	0	1	0	25	0	0	0	0	1	3	0	28	0	0	0	0	0	0	0	5	2	0	0
202	del_mutL_srlD	9	1	1452	2640	88	0	47	148	0	94	27	0	23	89	0	31	28	0	35	0	0	152	0	59	56	0	54	0	0	27	0	10	16	0	16	0	0
202	del_mutL_srlD	9	1	1452	3960	38	0	12	63	0	15	29	0	4	39	0	0	10	0	4	0	0	67	0	0	16	0	3	0	0	32	0	0	4	0	0	0	0
202	del_mutL_srlD	9	1	1452	5280	149	0	93	257	0	174	42	0	30	149	0	11	61	0	22	0	0	256	0	22	110	0	39	0	0	51	0	2	23	0	6	0	0
202	del_mutL_srlD	9	1	1452	6600	205	1	50	339	0	83	73	0	15	205	0	15	18	0	20	0	0	340	0	23	21	0	37	0	0	74	0	10	2	0	3	0	0
202	del_mutL_srlD	9	1	1452	7920	114	0	187	149	0	360	70	0	56	116	0	9	151	0	26	0	0	146	0	12	270	0	77	0	0	69	0	3	50	0	12	0	0
202	del_mutL_srlD	9	1	1452	9240	59	0	35	77	5	63	21	1	11	77	0	9	31	0	16	0	0	102	0	20	57	0	34	0	0	34	0	1	10	0	8	0	0
202	del_mutL_srlD	9	1	1452	10560	47	0	182	138	0	313	97	0	82	47	0	19	56	0	76	0	0	137	5	27	85	0	144	0	0	97	1	7	36	0	29	0	0
202	del_mutL_srlD	9	1	1452	11880	0	0	131	0	0	242	0	0	71	0	0	0	0	0	127	0	0	0	0	0	0	0	229	0	0	0	0	0	0	0	64	0	0
203	del_araBAD	9	0	0	1188	29	0	0	41	1	0	11	1	1	29	0	0	0	0	0	0	0	41	1	0	0	0	0	0	0	11	1	0	0	0	1	0	0
203	del_araBAD	9	0	0	2640	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
203	del_araBAD	9	0	0	3960	28	0	0	7	0	0	0	0	0	28	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
203	del_araBAD	9	0	0	5280	4	0	0	2	0	3	5	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
203	del_araBAD	9	0	0	6600	2	0	2	3	0	4	10	0	1	2	0	0	0	0	2	0	0	3	0	3	0	0	3	0	0	10	0	1	0	0	0	0	0
203	del_araBAD	9	0	0	7920	16	0	15	21	0	9	22	0	7	15	0	1	11	0	5	0	0	21	0	2	8	0	3	0	0	24	0	0	5	0	3	0	0
203	del_araBAD	9	0	0	9240	10	0	2	24	0	14	7	0	3	10	0	0	1	0	2	0	0	26	0	1	0	0	13	0	0	8	0	0	0	0	3	0	0
203	del_araBAD	9	0	0	10560	10	0	7	31	0	14	55	0	3	10	0	0	1	0	5	0	0	31	0	0	8	0	4	0	0	54	0	0	1	0	2	0	0
203	del_araBAD	9	0	0	11880	0	0	20	0	0	43	0	0	12	0	0	0	0	0	19	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	13	0	0
204	del_mutL	9	0	0	1188	0	5	0	2	9	1	13	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
204	del_mutL	9	0	0	2640	31	60	1	62	116	6	28	19	1	28	4	50	10	0	12	0	0	62	3	105	9	0	24	0	0	30	1	17	1	0	3	0	0
204	del_mutL	9	0	0	3960	29	5	1	51	15	0	8	1	0	29	1	3	8	0	2	0	0	52	0	13	22	0	3	0	0	14	0	0	1	0	1	0	0
204	del_mutL	9	0	0	5280	49	1	10	132	4	14	23	1	4	39	1	0	0	0	12	0	0	109	1	3	1	0	14	0	0	27	0	1	0	0	4	0	0
204	del_mutL	9	0	0	6600	23	5	18	23	2	55	5	0	3	23	0	5	202	0	18	0	0	23	0	2	361	0	55	0	0	6	0	0	76	0	3	0	0
204	del_mutL	9	0	0	7920	402	2	190	773	3	302	142	2	53	134	0	2	57	0	195	0	0	282	0	3	116	0	313	0	0	50	0	2	11	0	59	0	0
204	del_mutL	9	0	0	9240	26	0	100	56	1	191	12	0	29	26	0	0	0	0	100	0	0	56	0	1	0	0	191	0	0	12	0	0	0	0	29	0	0
204	del_mutL	9	0	0	10560	77	1	223	177	3	365	67	0	97	77	0	1	0	0	223	0	0	177	0	3	0	0	363	0	0	66	0	0	0	0	96	0	0
204	del_mutL	9	0	0	11880	0	0	120	0	0	229	0	0	59	0	0	0	0	0	117	0	0	0	0	0	0	1	223	0	0	0	0	0	0	0	58	0	0
205	del_srlD	9	0	0	1188	0	0	13	4	0	5	11	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
205	del_srlD	9	0	0	2640	2	0	6	1	0	3	13	0	4	2	0	0	0	0	19	0	0	2	0	1	1	0	5	0	0	20	0	2	3	0	0	0	0
205	del_srlD	9	0	0	3960	23	0	0	5	0	0	2	0	0	23	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0
205	del_srlD	9	0	0	5280	1	0	1	3	0	3	4	0	0	1	0	0	1	0	3	0	0	3	0	0	3	0	1	0	0	4	0	0	14	0	0	0	0
205	del_srlD	9	0	0	6600	7	0	0	19	0	1	13	0	1	7	0	0	12	0	0	0	0	21	0	0	5	0	0	0	0	16	0	0	10	1	0	0	0
205	del_srlD	9	0	0	7920	33	0	33	74	0	24	50	0	17	33	0	0	3	0	16	0	0	73	0	0	10	0	11	0	0	50	0	0	4	0	3	0	0
205	del_srlD	9	0	0	9240	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	13	0	0	0	0
205	del_srlD	9	0	0	10560	37	0	18	83	0	26	102	0	22	37	0	0	11	0	3	0	0	83	0	0	8	0	5	0	0	102	0	0	8	0	1	0	0
205	del_srlD	9	0	0	11880	0	0	11	0	0	19	0	0	41	0	0	0	0	0	11	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	27	0	0
206	del_mutL_araBAD	9	0	0	1188	28	0	1	65	1	5	25	0	1	12	0	0	0	1	0	0	0	19	1	0	0	3	0	0	0	10	0	0	0	0	0	0	0
206	del_mutL_araBAD	9	0	0	2640	198	0	51	338	4	108	73	1	20	201	0	47	22	0	2	0	0	352	1	100	42	2	2	0	0	81	1	15	6	0	4	0	0
206	del_mutL_araBAD	9	0	0	3960	48	0	11	68	0	17	11	0	2	61	0	1	0	0	10	0	0	99	0	2	5	0	13	0	0	22	0	0	0	0	2	0	0
206	del_mutL_araBAD	9	0	0	5280	89	0	34	139	0	54	35	0	12	89	0	0	2	0	32	0	0	139	0	0	2	0	48	0	0	35	0	0	1	0	11	0	0
206	del_mutL_araBAD	9	0	0	6600	116	0	86	202	0	165	109	0	38	115	0	0	32	0	62	0	0	202	0	0	45	0	120	0	0	107	0	0	13	0	31	0	0
206	del_mutL_araBAD	9	0	0	7920	145	0	91	302	0	155	75	0	30	145	0	0	41	0	36	0	0	302	0	0	77	0	55	0	0	74	0	0	19	0	10	0	0
206	del_mutL_araBAD	9	0	0	9240	31	0	26	54	0	51	6	0	9	31	0	0	52	0	26	0	0	54	0	0	85	0	50	0	0	6	0	1	24	0	9	0	0
206	del_mutL_araBAD	9	0	0	10560	78	0	160	96	0	295	39	0	89	78	0	0	19	0	79	0	0	96	0	1	28	0	177	0	0	39	0	1	11	0	44	0	0
206	del_mutL_araBAD	9	0	0	11880	0	0	128	0	0	230	0	0	65	0	0	0	0	0	125	0	0	0	0	0	0	2	225	0	0	0	0	0	0	0	63	0	0
207	del_mutL_srlD	9	1	7920	1188	81	1	49	154	8	95	31	2	34	5	1	1	2	0	0	0	0	8	8	1	1	0	0	0	0	3	2	1	0	0	0	0	0
207	del_mutL_srlD	9	1	7920	2640	107	0	61	190	1	86	37	0	9	113	0	28	37	0	18	0	0	200	0	65	37	0	31	0	0	40	0	12	7	0	10	0	0
207	del_mutL_srlD	9	1	7920	3960	63	0	11	66	0	24	9	0	3	73	0	13	4	0	8	0	0	86	0	39	8	0	14	0	0	15	0	7	1	0	2	0	0
207	del_mutL_srlD	9	1	7920	5280	142	0	94	303	0	136	73	0	41	147	0	61	21	0	43	0	0	305	0	117	18	0	39	0	0	78	0	29	6	0	18	0	0
207	del_mutL_srlD	9	1	7920	6600	145	0	52	205	0	88	76	0	17	145	0	35	6	0	14	0	0	207	0	59	11	0	26	0	0	77	0	14	1	0	2	0	0
207	del_mutL_srlD	9	1	7920	7920	172	0	51	280	0	87	67	0	22	172	0	6	10	0	37	0	0	278	0	11	29	0	51	0	0	69	0	1	6	0	16	0	0
207	del_mutL_srlD	9	1	7920	9240	14	0	23	29	0	38	5	0	7	14	0	24	2	0	5	0	0	30	0	52	2	0	5	0	0	6	0	9	2	0	2	0	0
207	del_mutL_srlD	9	1	7920	10560	110	0	108	162	0	232	55	0	60	106	0	20	31	0	37	0	0	160	0	52	70	0	63	0	0	54	0	15	14	0	19	0	0
207	del_mutL_srlD	9	1	7920	11880	0	0	287	0	0	455	0	0	101	0	0	0	0	0	332	0	0	0	0	0	0	0	556	0	0	0	0	0	0	1	110	0	0
209	del_mutL	9	0	0	1188	59	0	1	108	1	2	28	1	3	28	0	0	0	0	1	0	0	52	0	1	0	0	2	0	0	10	1	0	0	0	0	0	0
209	del_mutL	9	0	0	2640	72	16	57	103	59	103	19	7	28	100	3	19	7	0	54	0	0	148	7	59	17	0	99	0	0	35	1	7	1	0	30	0	0
209	del_mutL	9	0	0	3960	37	2	21	44	4	38	7	0	3	37	1	1	0	0	22	0	0	44	0	4	0	0	43	0	0	8	0	0	0	0	3	0	0
209	del_mutL	9	0	0	5280	44	0	48	76	0	76	21	0	12	44	0	1	0	0	46	0	0	76	1	0	0	0	75	0	0	21	0	0	0	0	14	0	0
209	del_mutL	9	0	0	6600	80	0	82	128	2	159	65	0	31	83	0	0	12	0	90	0	0	130	0	2	29	0	148	0	0	66	0	0	7	0	31	0	0
209	del_mutL	9	0	0	7920	142	0	96	231	0	139	68	0	27	142	0	0	14	0	92	0	0	230	0	0	19	0	137	0	0	68	0	0	3	0	29	0	0
209	del_mutL	9	0	0	9240	10	0	56	26	1	90	2	0	19	10	0	0	46	0	51	0	0	26	1	0	88	0	83	0	0	2	0	0	14	0	19	0	0
209	del_mutL	9	0	0	10560	137	0	195	300	1	359	129	0	101	131	0	0	5	0	119	0	0	303	0	1	8	0	223	0	0	129	0	0	2	0	71	0	0
209	del_mutL	9	0	0	11880	0	0	157	0	0	331	0	0	92	0	0	0	0	0	153	0	0	0	0	0	0	1	324	0	0	0	0	0	0	0	91	0	0
210	del_srlD	9	1	1320	1188	0	0	14	5	0	4	8	0	2	0	0	3	0	0	1	0	0	3	0	3	0	0	0	0	0	5	0	0	0	0	0	0	0
210	del_srlD	9	1	1320	2640	1	2	5	4	2	0	1	3	1	1	2	14	0	0	1	0	0	4	2	1	0	0	0	0	0	1	3	0	0	0	4	0	0
210	del_srlD	9	1	1320	3960	20	0	0	19	1	0	5	0	0	20	0	0	0	0	0	0	0	19	1	0	0	0	0	0	0	5	0	0	0	0	1	0	0
210	del_srlD	9	1	1320	5280	9	0	0	20	1	0	5	1	0	9	0	0	0	0	0	0	0	22	1	0	0	0	0	0	0	5	1	0	0	0	0	0	0
210	del_srlD	9	1	1320	6600	6	0	15	5	0	5	29	0	1	6	0	0	14	1	0	0	0	5	0	0	3	2	0	0	0	29	0	0	0	0	1	0	0
210	del_srlD	9	1	1320	7920	12	0	35	27	0	24	8	0	15	13	0	0	2	0	38	0	0	27	0	0	0	0	27	0	0	8	0	0	0	0	15	0	0
210	del_srlD	9	1	1320	9240	51	0	2	100	0	1	17	0	1	51	0	0	0	0	2	0	0	100	0	0	0	0	1	0	0	17	0	1	0	0	0	0	0
210	del_srlD	9	1	1320	10560	18	0	13	71	0	23	69	0	49	15	0	0	0	0	11	0	0	71	0	0	1	0	21	0	0	69	0	0	0	0	49	0	0
210	del_srlD	9	1	1320	11880	0	0	16	0	0	45	0	0	42	0	0	0	0	0	15	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	43	0	0
211	del_mutL_araBAD	7	1	6600	1188	54	0	0	81	0	6	29	0	5	21	0	0	0	0	0	0	0	30	0	3	0	0	2	0	0	7	0	0	0	0	1	0	0
211	del_mutL_araBAD	7	1	6600	5280	60	0	155	93	3	257	32	2	66	83	0	90	92	0	0	0	0	126	3	137	171	0	1	0	0	34	2	31	42	0	1	0	0
211	del_mutL_araBAD	7	1	6600	6600	232	0	216	429	0	406	74	1	70	232	0	112	79	0	2	0	0	430	0	183	179	0	2	0	0	75	1	29	32	0	2	0	0
211	del_mutL_araBAD	7	1	6600	7920	169	0	122	368	0	205	64	0	23	171	0	37	20	0	79	0	0	368	0	49	56	0	125	0	0	65	0	4	7	0	16	0	0
211	del_mutL_araBAD	7	1	6600	9240	101	0	105	145	0	190	30	0	34	99	0	4	54	0	47	0	0	141	0	5	94	0	91	0	0	33	0	1	17	0	15	0	0
211	del_mutL_araBAD	7	1	6600	10560	94	0	296	217	0	513	99	0	135	93	0	3	14	0	263	0	0	216	0	6	52	0	427	0	0	101	0	1	12	0	122	0	0
211	del_mutL_araBAD	7	1	6600	11880	0	0	163	0	0	391	0	0	92	0	0	0	0	1	171	0	0	0	0	0	0	2	405	0	0	0	0	0	0	0	105	0	0
212	wt	9	1	7920	1188	6	0	0	8	2	1	15	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	6	0	0	0	0	0	0	0
212	wt	9	1	7920	2640	0	0	1	5	0	2	1	0	2	0	0	0	0	0	1	0	0	5	0	1	0	0	2	0	0	1	0	1	0	0	2	0	0
212	wt	9	1	7920	3960	28	0	0	12	0	0	3	0	1	28	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0
212	wt	9	1	7920	5280	3	0	0	11	0	1	3	0	0	7	0	0	0	0	0	0	0	18	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0
212	wt	9	1	7920	6600	4	0	1	15	0	2	14	0	4	4	0	0	1	0	0	0	0	15	0	0	1	0	2	0	0	15	0	0	4	0	0	0	0
212	wt	9	1	7920	7920	35	0	0	59	0	2	5	0	0	36	0	0	0	0	0	0	0	60	0	0	0	0	2	0	0	9	0	0	0	0	0	0	0
212	wt	9	1	7920	9240	38	0	3	66	0	8	9	0	0	38	0	0	2	0	1	0	0	65	0	0	7	0	1	0	0	9	0	0	0	0	0	0	0
212	wt	9	1	7920	10560	1	0	19	13	0	14	16	0	33	1	0	0	5	0	14	0	0	13	0	0	2	0	12	0	0	16	0	0	0	0	33	0	0
212	wt	9	1	7920	11880	0	0	36	0	0	131	0	0	103	0	0	0	0	0	37	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	105	0	0
213	wt	8	0	0	1188	5	0	0	3	1	0	8	2	1	5	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	3	2	0	0	0	0	0	0
213	wt	8	0	0	2640	1	0	0	6	0	1	0	0	1	1	0	0	0	0	0	0	0	6	0	2	0	0	0	0	0	2	0	0	0	0	1	0	0
213	wt	8	0	0	3960	20	0	0	17	0	7	7	0	1	20	0	0	0	0	0	0	0	17	0	0	0	0	6	0	0	9	0	0	0	0	2	0	0
213	wt	8	0	0	5280	28	0	0	81	0	0	21	0	0	28	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0
213	wt	8	0	0	6600	0	0	1	3	0	2	8	0	1	0	0	0	0	0	1	0	0	3	0	0	0	0	2	0	0	8	0	0	0	0	1	0	0
213	wt	8	0	0	9240	5	0	1	10	0	1	2	0	1	5	0	0	4	0	1	0	0	11	0	0	5	0	1	0	0	2	0	0	9	0	1	0	0
213	wt	8	0	0	10560	3	0	19	23	0	21	14	0	36	3	0	0	5	0	10	0	0	23	0	0	3	0	13	0	0	14	0	0	14	0	13	0	0
213	wt	8	0	0	11880	0	0	35	0	0	120	0	0	110	0	0	0	0	0	35	0	0	0	0	0	0	0	120	0	0	0	0	0	0	4	107	0	0
214	del_mutL_srlD	9	1	9240	1188	57	7	57	133	14	72	27	4	11	0	7	6	0	9	0	0	0	4	14	10	0	16	0	0	0	0	4	3	0	2	0	0	0
214	del_mutL_srlD	9	1	9240	2640	29	0	111	73	0	261	23	0	41	29	0	48	49	0	49	0	0	74	0	104	106	0	96	0	0	23	0	19	14	0	13	0	0
214	del_mutL_srlD	9	1	9240	3960	86	0	19	107	0	44	33	0	6	87	0	5	17	0	6	0	0	107	0	9	38	0	7	0	0	33	0	2	3	0	2	0	0
214	del_mutL_srlD	9	1	9240	5280	54	0	47	94	0	108	32	0	26	54	0	18	11	0	19	0	0	98	0	48	16	0	40	0	0	32	0	12	6	0	8	0	0
214	del_mutL_srlD	9	1	9240	6600	33	0	99	71	0	261	42	0	45	33	0	17	11	0	76	0	0	71	0	66	18	0	186	0	0	44	0	10	3	0	36	0	0
214	del_mutL_srlD	9	1	9240	7920	72	0	13	195	0	38	26	0	8	89	0	1	1	0	14	0	0	233	0	9	0	0	30	0	0	41	0	0	1	0	9	0	0
214	del_mutL_srlD	9	1	9240	9240	19	0	10	38	1	8	10	0	2	56	0	2	1	0	8	0	0	121	0	6	0	0	8	0	0	19	0	1	2	0	1	0	0
214	del_mutL_srlD	9	1	9240	10560	68	0	125	226	0	210	70	0	88	67	0	5	6	0	105	0	0	226	1	14	2	0	176	0	0	68	0	0	0	0	83	0	0
214	del_mutL_srlD	9	1	9240	11880	0	0	149	0	0	322	0	0	117	0	0	0	0	0	149	0	0	0	0	0	0	1	321	0	0	0	0	0	0	0	117	0	0
215	del_araBAD	9	-1	0	1188	1	0	0	1	0	2	10	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
215	del_araBAD	9	-1	0	2640	2	0	0	4	0	7	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
215	del_araBAD	9	-1	0	3960	35	0	0	16	0	1	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
215	del_araBAD	9	-1	0	5280	22	0	1	40	0	4	16	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
215	del_araBAD	9	-1	0	6600	0	0	0	1	0	3	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
215	del_araBAD	9	-1	0	7920	16	0	22	26	0	15	20	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
215	del_araBAD	9	-1	0	9240	17	0	0	38	0	1	13	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
215	del_araBAD	9	-1	0	10560	14	0	2	38	0	8	44	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
215	del_araBAD	9	-1	0	11880	0	0	20	0	0	84	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
216	del_mutL	9	1	9240	1188	59	0	54	135	1	115	33	0	19	7	0	0	0	0	0	0	0	17	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
216	del_mutL	9	1	9240	2640	25	0	129	103	0	370	26	0	65	30	0	6	57	0	116	0	0	141	0	17	131	0	340	0	0	32	0	8	14	0	59	0	0
216	del_mutL	9	1	9240	3960	30	0	46	59	0	122	12	0	23	35	0	1	16	0	37	0	0	76	0	0	55	0	73	0	0	15	0	0	6	0	20	0	0
