pop	pop_type	num_TP	out	coexist_length	mutate_TP	SE	SF	SP	NE	NF	NP	IE	IF	IP	S1	S2	S3	S4	S5	S6	S7	S8	N1	N2	N3	N4	N5	N6	N7	N8	I1	I2	I3	I4	I5	I6	I7	I8
313	wt	9	1	16169	18480	14	0	13	37	0	13	40	0	6	14	0	1	0	0	12	0	0	37	0	2	4	0	6	0	0	40	0	0	0	0	7	0	0
313	wt	9	1	16169	20789	0	0	11	0	0	28	0	0	12	0	0	0	0	0	11	0	0	0	0	0	0	1	26	0	0	0	0	0	0	0	13	0	0
314	del_mutL_srlD	8	1	9240	2079	44	80	19	86	152	4	11	28	1	44	80	9	0	0	10	0	0	86	155	2	0	0	2	0	0	11	31	0	0	0	1	0	0
314	del_mutL_srlD	8	1	9240	4620	45	19	0	78	37	0	41	10	3	45	20	0	0	0	0	0	0	78	34	0	0	0	0	0	0	39	6	1	0	1	2	0	0
314	del_mutL_srlD	8	1	9240	6929	31	0	0	32	0	0	14	0	2	31	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0
314	del_mutL_srlD	8	1	9240	9240	23	6	20	59	5	28	15	6	12	18	4	1	0	0	0	0	0	39	5	0	1	0	0	0	0	8	5	0	0	0	0	0	0
314	del_mutL_srlD	8	1	9240	11549	12	1	34	22	2	63	10	1	15	12	2	21	26	0	8	0	0	31	2	41	29	0	23	0	0	10	1	6	8	0	10	0	0
314	del_mutL_srlD	8	1	9240	13859	31	1	55	73	1	77	10	0	8	36	0	9	33	1	18	0	0	82	1	18	43	0	23	0	0	16	1	5	10	0	6	0	0
314	del_mutL_srlD	8	1	9240	18480	62	1	242	93	0	396	51	0	107	62	0	7	32	0	197	0	0	93	0	15	66	0	305	0	0	51	0	4	11	0	97	0	0
314	del_mutL_srlD	8	1	9240	20789	0	0	151	0	0	222	0	0	101	0	0	0	0	0	151	0	0	0	0	0	0	0	225	0	0	0	0	0	0	0	90	0	0
315	del_araBAD	9	1	13860	2079	22	0	0	65	0	0	16	0	1	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
315	del_araBAD	9	1	13860	4620	6	0	0	8	4	0	9	2	4	6	0	0	0	0	0	0	0	4	0	4	4	0	0	0	0	10	1	1	0	0	5	0	0
315	del_araBAD	9	1	13860	6929	3	0	0	3	0	0	11	0	0	3	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	14	0	0	0	0	0	0	0
315	del_araBAD	9	1	13860	9240	3	0	0	9	0	0	2	1	0	3	0	0	0	0	0	0	0	7	0	0	2	0	0	0	0	2	0	1	0	0	0	0	0
315	del_araBAD	9	1	13860	11549	8	0	0	20	2	0	11	1	0	8	0	0	0	0	0	0	0	20	0	2	2	0	0	0	0	10	0	1	1	0	0	0	0
315	del_araBAD	9	1	13860	13859	23	1	0	34	2	0	23	0	0	23	0	1	0	0	0	0	0	37	0	2	1	0	1	0	0	26	0	0	2	0	0	0	0
315	del_araBAD	9	1	13860	16169	20	1	0	60	1	0	15	1	2	42	0	1	2	0	0	0	0	113	0	1	3	0	0	0	0	23	0	1	0	0	2	0	0
315	del_araBAD	9	1	13860	18480	17	1	17	54	4	7	87	1	10	15	0	1	0	0	17	0	0	49	0	4	0	0	7	0	0	78	0	1	4	0	10	0	0
315	del_araBAD	9	1	13860	20789	0	0	10	0	0	17	0	0	18	0	0	0	0	0	10	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	18	0	0
316	del_mutL	9	1	16169	2079	90	33	35	189	77	55	39	10	17	24	33	0	0	0	0	0	0	39	76	0	0	0	0	0	0	8	10	0	0	0	0	0	0
316	del_mutL	9	1	16169	4620	72	3	158	123	0	270	34	0	53	72	1	83	107	0	6	0	0	123	1	147	176	0	4	0	0	38	0	27	37	0	5	0	0
316	del_mutL	9	1	16169	6929	56	0	15	38	0	22	10	0	7	56	0	10	4	0	1	0	0	38	0	14	11	0	0	0	0	9	0	5	1	0	4	0	0
316	del_mutL	9	1	16169	9240	105	1	66	180	1	120	31	0	15	105	0	29	38	0	0	0	0	180	0	53	66	1	0	0	0	31	0	4	8	0	3	0	0
316	del_mutL	9	1	16169	11549	37	0	73	61	0	133	16	0	27	37	0	10	44	0	26	0	0	62	0	21	98	0	38	0	0	16	0	3	16	0	9	0	0
316	del_mutL	9	1	16169	13859	41	0	119	69	0	219	16	0	19	41	0	9	54	0	52	0	0	72	0	7	107	0	83	0	0	17	0	0	12	0	8	0	0
316	del_mutL	9	1	16169	16169	0	0	0	0	0	0	0	0	0	66	0	7	45	0	0	0	0	148	0	13	91	0	0	0	0	24	0	3	26	0	0	0	0
316	del_mutL	9	1	16169	18480	161	0	280	303	0	435	78	1	114	161	0	10	63	0	151	0	0	301	0	6	111	0	208	0	0	80	0	4	38	1	40	0	0
316	del_mutL	9	1	16169	20789	0	0	138	0	0	285	0	0	80	0	0	0	0	1	137	0	0	0	0	0	0	1	284	0	0	0	0	0	0	0	80	0	0
317	del_srlD	8	0	0	2079	0	1	6	0	2	0	0	1	0	0	1	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0
317	del_srlD	8	0	0	6929	61	1	1	80	0	1	14	2	2	61	1	0	0	0	0	0	0	80	0	0	0	0	0	0	0	14	2	0	0	0	1	0	0
317	del_srlD	8	0	0	9240	3	2	12	6	1	3	2	1	4	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
317	del_srlD	8	0	0	11549	1	0	12	8	1	3	5	0	1	1	0	1	0	0	27	0	0	9	0	2	0	0	7	0	0	5	0	1	0	0	2	0	0
317	del_srlD	8	0	0	13859	15	0	39	28	3	18	26	1	17	9	0	0	6	0	54	0	0	15	1	2	14	0	27	0	0	9	0	1	17	0	38	0	0
317	del_srlD	8	0	0	16169	25	0	3	39	0	3	9	0	20	25	0	0	3	0	3	0	0	39	0	0	4	0	3	0	0	6	0	0	0	0	9	0	0
317	del_srlD	8	0	0	18480	31	0	15	131	0	45	98	0	53	31	0	0	0	0	9	0	0	130	0	0	0	0	42	0	0	98	0	0	0	0	53	0	0
317	del_srlD	8	0	0	20789	0	0	39	0	0	78	0	0	53	0	0	0	0	0	30	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	50	0	0
318	del_mutL_araBAD	9	1	16169	2079	45	19	50	95	40	115	30	7	14	8	19	2	0	0	0	0	0	12	40	10	0	0	0	0	0	3	7	0	0	0	0	0	0
318	del_mutL_araBAD	9	1	16169	4620	36	0	64	58	1	95	16	0	13	36	0	66	43	0	0	0	0	58	1	107	82	0	0	0	0	17	0	10	11	0	4	0	0
318	del_mutL_araBAD	9	1	16169	6929	32	0	66	59	2	115	16	0	21	32	0	12	58	0	6	0	0	61	1	32	103	0	4	0	0	17	0	4	22	0	2	0	0
318	del_mutL_araBAD	9	1	16169	9240	3	0	17	6	0	27	4	0	5	40	0	19	45	0	1	0	0	87	0	33	68	0	0	0	0	29	0	5	7	0	1	0	0
318	del_mutL_araBAD	9	1	16169	11549	90	0	115	136	0	184	42	0	36	90	0	26	36	0	8	0	0	136	0	41	56	0	11	0	0	42	0	12	10	0	10	0	0
318	del_mutL_araBAD	9	1	16169	13859	42	1	126	80	2	164	37	0	37	42	1	0	61	0	62	0	0	80	2	2	80	0	86	0	0	37	0	0	15	0	25	0	0
318	del_mutL_araBAD	9	1	16169	16169	36	1	34	56	0	64	17	0	21	36	1	0	14	0	18	0	0	56	0	1	37	0	27	0	0	17	0	0	9	0	7	0	0
318	del_mutL_araBAD	9	1	16169	18480	100	0	131	192	1	238	56	0	70	100	0	0	63	0	65	0	0	193	0	1	81	1	142	0	0	56	0	1	18	0	48	0	0
318	del_mutL_araBAD	9	1	16169	20789	0	0	164	0	0	346	0	0	116	0	0	0	0	0	162	0	0	0	0	0	0	0	344	0	0	0	0	0	0	0	112	0	0
319	del_mutL_srlD	8	1	13860	4620	10	71	125	23	138	196	12	20	36	1	71	39	0	0	9	0	0	1	136	52	0	0	2	0	0	2	20	8	0	0	1	0	0
319	del_mutL_srlD	8	1	13860	6929	46	0	41	86	2	77	24	0	8	51	0	28	0	0	86	0	0	90	3	64	2	0	153	0	0	25	0	13	0	0	21	0	0
319	del_mutL_srlD	8	1	13860	9240	5	0	27	10	0	64	4	1	10	15	0	14	1	0	13	0	0	29	0	26	1	0	40	0	0	12	1	8	0	0	2	0	0
319	del_mutL_srlD	8	1	13860	11549	102	2	174	159	0	229	33	1	50	102	0	101	0	0	80	0	0	159	0	141	0	0	93	0	0	34	0	28	0	0	24	0	0
319	del_mutL_srlD	8	1	13860	13859	61	0	79	79	0	121	36	0	28	56	0	29	3	0	48	0	0	79	0	55	2	0	61	0	0	38	0	12	5	0	15	0	0
319	del_mutL_srlD	8	1	13860	16169	120	0	28	208	2	54	50	2	39	120	0	14	18	0	8	0	0	208	0	49	23	0	9	0	0	50	0	8	7	0	24	0	0
319	del_mutL_srlD	8	1	13860	18480	100	0	116	199	0	206	125	0	42	99	0	59	18	0	24	0	0	198	2	118	24	0	33	0	0	123	0	15	9	1	14	0	0
319	del_mutL_srlD	8	1	13860	20789	0	0	127	0	0	212	0	0	65	0	0	0	0	0	127	0	0	0	0	0	0	0	212	0	0	0	0	0	0	1	65	0	0
320	del_araBAD	9	0	0	2079	1	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0
320	del_araBAD	9	0	0	4620	1	0	0	5	3	0	9	1	0	1	0	0	0	0	0	0	0	5	0	3	0	0	0	0	0	8	0	1	0	0	0	0	0
320	del_araBAD	9	0	0	6929	35	0	0	65	0	1	13	0	2	35	0	0	0	0	0	0	0	66	0	0	0	0	1	0	0	13	0	0	0	0	2	0	0
320	del_araBAD	9	0	0	9240	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
320	del_araBAD	9	0	0	11549	8	1	0	31	1	0	5	0	0	8	0	1	0	0	0	0	0	31	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0
320	del_araBAD	9	0	0	13859	10	1	13	21	1	5	20	0	6	10	0	1	0	0	17	0	0	21	0	1	0	0	6	0	0	20	0	0	0	0	8	0	0
320	del_araBAD	9	0	0	16169	18	0	0	42	0	1	14	0	2	18	0	0	0	0	0	0	0	42	0	0	0	0	1	0	0	14	0	0	0	0	4	0	0
320	del_araBAD	9	0	0	18480	52	0	5	62	1	7	125	0	21	52	0	0	0	0	3	0	0	62	0	1	0	0	6	0	0	125	0	0	0	0	18	0	0
320	del_araBAD	9	0	0	20789	0	0	20	0	0	40	0	0	41	0	0	0	0	0	18	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	41	0	0
321	del_mutL	9	1	13860	2079	46	24	77	98	44	128	31	11	26	2	3	0	1	0	0	0	0	7	6	0	1	0	0	0	0	1	6	0	1	0	0	0	0
321	del_mutL	9	1	13860	4620	68	5	283	109	8	280	41	1	51	73	0	76	143	0	218	0	0	118	3	110	216	0	150	0	0	53	0	19	41	0	26	0	0
321	del_mutL	9	1	13860	6929	51	0	58	44	0	69	35	0	14	51	0	2	21	0	75	0	0	44	0	3	27	0	62	0	0	36	0	2	5	0	28	0	0
321	del_mutL	9	1	13860	9240	19	0	23	27	0	30	8	0	14	57	0	0	24	0	0	0	0	104	0	0	41	0	0	0	0	23	0	0	17	0	0	0	0
321	del_mutL	9	1	13860	11549	148	1	236	217	1	403	55	0	85	144	0	4	166	0	49	0	0	207	0	6	282	0	83	0	0	55	0	1	52	0	23	0	0
321	del_mutL	9	1	13860	13859	155	0	620	159	1	389	25	0	42	147	0	1	312	0	283	0	0	157	0	4	259	0	132	0	0	24	0	0	36	0	7	0	0
321	del_mutL	9	1	13860	16169	551	6	446	274	2	292	51	1	41	514	2	9	331	1	113	0	0	261	1	4	204	0	89	0	0	50	0	1	20	0	5	0	0
321	del_mutL	9	1	13860	18480	90	0	100	177	0	162	71	0	56	90	0	2	61	0	35	0	0	177	0	3	92	0	63	0	0	71	0	0	31	0	25	0	0
321	del_mutL	9	1	13860	20789	0	0	158	0	0	224	0	0	59	0	0	0	0	6	149	0	0	0	0	0	0	0	222	0	0	0	0	0	0	0	59	0	0
322	del_srlD	8	1	16169	2079	1	0	11	1	0	4	14	0	10	0	0	0	0	0	11	0	0	0	0	0	0	1	3	0	0	0	1	0	0	0	1	0	0
322	del_srlD	8	1	16169	4620	5	0	9	8	0	5	29	0	3	5	0	1	0	0	8	0	0	8	0	4	0	0	1	0	0	35	0	2	0	0	1	0	0
322	del_srlD	8	1	16169	9240	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	2	0	0	0	0	0
322	del_srlD	8	1	16169	11549	27	0	10	31	0	9	57	0	0	27	0	0	0	0	11	0	0	31	0	1	0	0	3	0	0	59	0	0	0	0	0	0	0
322	del_srlD	8	1	16169	13859	20	0	14	64	0	4	9	0	0	20	0	0	0	0	13	0	0	64	0	1	0	0	2	0	0	9	0	0	0	0	0	0	0
322	del_srlD	8	1	16169	16169	6	0	9	15	0	7	1	0	7	6	0	0	0	0	9	0	0	15	0	1	0	0	6	0	0	1	0	1	0	0	6	0	0
322	del_srlD	8	1	16169	18480	13	0	20	20	0	12	42	0	25	13	0	0	0	0	20	0	0	20	0	0	0	0	12	0	0	41	0	0	0	0	30	0	0
322	del_srlD	8	1	16169	20789	0	0	307	0	0	532	0	0	130	0	0	0	0	0	308	0	0	0	0	0	0	2	530	0	0	0	0	0	0	0	140	0	0
323	del_mutL_araBAD	8	1	13860	2079	125	40	0	210	90	3	73	17	4	43	10	4	0	2	0	0	0	72	10	11	3	9	0	0	0	15	4	2	0	0	0	0	0
323	del_mutL_araBAD	8	1	13860	4620	105	41	6	180	93	2	37	23	2	80	0	63	62	0	8	0	0	120	1	148	129	0	5	0	0	36	0	32	19	0	3	0	0
323	del_mutL_araBAD	8	1	13860	6929	117	22	3	248	48	2	61	16	0	111	1	20	18	0	4	0	0	242	2	48	28	0	2	0	0	57	0	16	12	0	2	0	0
323	del_mutL_araBAD	8	1	13860	11549	127	68	31	203	120	44	67	10	14	65	0	67	57	0	34	0	0	88	0	110	103	0	54	0	0	53	0	10	11	0	16	0	0
323	del_mutL_araBAD	8	1	13860	13859	134	4	36	250	7	76	30	4	2	100	0	2	37	0	36	0	0	174	1	8	81	0	77	0	0	32	0	4	10	0	2	0	0
323	del_mutL_araBAD	8	1	13860	16169	16	0	16	24	5	52	7	1	28	55	0	0	53	0	16	0	0	85	1	0	84	0	52	0	0	39	1	0	19	0	27	0	0
323	del_mutL_araBAD	8	1	13860	18480	178	0	104	308	0	149	93	2	63	119	0	0	1	0	105	0	0	213	0	0	4	0	149	0	0	66	0	2	2	0	63	0	0
323	del_mutL_araBAD	8	1	13860	20789	0	0	123	0	0	221	0	0	100	0	0	0	0	1	122	0	0	0	0	0	0	0	221	0	0	0	0	0	0	0	99	0	0
324	wt	9	1	4621	2079	2	0	0	0	1	0	29	1	5	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	28	1	0	0	0	4	0	0
324	wt	9	1	4621	4620	5	1	0	6	3	0	4	0	2	5	1	0	0	0	0	0	0	6	3	0	0	0	0	0	0	4	0	0	0	0	2	0	0
324	wt	9	1	4621	6929	38	0	0	6	2	0	1	0	0	38	0	0	0	0	0	0	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
324	wt	9	1	4621	9240	10	1	0	71	2	0	26	0	2	8	1	0	0	0	0	0	0	64	2	0	0	0	0	0	0	17	0	0	0	0	1	0	0
324	wt	9	1	4621	11549	2	0	0	18	2	0	33	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0
324	wt	9	1	4621	13859	18	0	5	44	2	2	33	0	1	19	0	0	1	0	11	0	0	48	0	4	2	0	5	0	0	43	0	0	3	0	4	0	0
324	wt	9	1	4621	16169	15	0	0	20	0	0	18	0	2	15	0	0	1	0	0	0	0	30	0	0	1	0	0	0	0	24	0	0	2	0	2	0	0
324	wt	9	1	4621	18480	26	0	2	21	0	5	12	0	9	26	0	0	0	0	2	0	0	22	0	0	0	0	5	0	0	12	0	0	0	0	8	0	0
324	wt	9	1	4621	20789	0	0	25	0	0	42	0	0	31	0	0	0	0	0	20	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	31	0	0
401	wt	9	1	165	29	0	1	4	3	7	0	1	0	1	0	1	0	2	0	0	0	0	3	7	0	0	0	0	0	0	1	0	0	0	0	1	0	0
401	wt	9	1	165	66	4	0	0	9	3	0	2	1	0	4	0	0	0	0	0	0	0	9	3	0	0	0	0	0	0	2	1	0	0	0	0	0	0
401	wt	9	1	165	99	0	0	0	0	2	1	2	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	1	0	0	0	0	0	0
401	wt	9	1	165	132	2	0	5	7	1	4	2	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
401	wt	9	1	165	165	2	0	1	1	0	8	4	0	1	2	0	1	7	0	0	0	0	2	0	4	6	0	3	0	0	4	0	2	2	0	0	0	0
401	wt	9	1	165	198	15	0	0	46	0	7	10	0	2	15	0	0	0	0	0	0	0	46	0	2	5	0	0	0	0	10	0	1	0	0	2	0	0
401	wt	9	1	165	231	17	0	0	35	0	7	8	0	4	17	0	0	0	0	0	0	0	35	0	4	2	0	3	0	0	8	0	1	1	0	2	0	0
401	wt	9	1	165	264	20	0	12	45	0	9	53	0	4	20	0	0	1	0	11	0	0	45	0	3	1	0	5	0	0	53	0	0	1	0	3	0	0
401	wt	9	1	165	297	0	0	7	0	0	24	0	0	9	0	0	0	0	0	9	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	9	0	0
402	del_mutL_srlD	9	1	66	29	42	8	59	87	47	21	17	4	27	7	6	0	0	0	50	0	0	24	35	0	0	0	18	0	0	5	3	0	6	0	0	0	0
402	del_mutL_srlD	9	1	66	66	4	0	0	13	3	0	11	1	0	4	2	0	0	0	9	0	0	13	15	0	0	0	1	0	0	11	2	0	0	0	1	0	0
402	del_mutL_srlD	9	1	66	99	26	13	0	55	21	3	12	3	0	26	8	0	0	0	0	0	0	55	18	2	0	0	1	0	0	12	2	0	0	0	1	0	0
402	del_mutL_srlD	9	1	66	132	19	6	0	55	20	1	15	5	0	19	8	0	0	0	0	0	0	55	4	0	0	0	1	0	0	15	1	0	0	0	0	0	0
402	del_mutL_srlD	9	1	66	165	24	1	6	57	5	16	29	3	5	26	4	1	0	0	20	0	0	59	25	6	0	0	23	0	0	28	8	0	0	0	29	0	0
402	del_mutL_srlD	9	1	66	198	22	0	13	58	0	19	4	0	4	24	0	7	2	0	4	0	0	62	0	8	1	0	10	0	0	6	0	0	1	0	3	0	0
402	del_mutL_srlD	9	1	66	231	14	0	7	34	0	28	12	0	5	45	0	1	1	0	5	0	0	91	0	2	1	0	25	0	0	21	0	0	1	0	4	0	0
402	del_mutL_srlD	9	1	66	264	63	0	99	216	0	159	106	0	71	63	0	1	44	0	40	0	0	216	0	6	57	0	88	0	0	106	0	0	36	0	32	0	0
402	del_mutL_srlD	9	1	66	297	0	0	72	0	0	191	0	0	57	0	0	0	0	0	71	0	0	0	0	0	0	0	187	0	0	0	0	0	0	0	57	0	0
403	del_araBAD	7	1	198	66	1	0	1	2	10	2	1	2	2	0	0	0	0	0	0	0	0	2	10	0	0	0	0	0	0	1	2	0	0	0	0	0	0
403	del_araBAD	7	1	198	99	34	0	17	59	0	13	13	0	4	34	0	10	8	0	0	0	0	60	0	11	3	0	0	0	0	13	0	3	2	0	2	0	0
403	del_araBAD	7	1	198	132	3	0	2	23	0	12	8	0	3	4	0	2	0	0	0	0	0	23	0	10	0	0	0	0	0	8	0	3	0	0	0	0	0
403	del_araBAD	7	1	198	165	3	0	1	17	0	7	7	0	0	3	0	2	1	0	0	0	0	17	0	11	1	0	0	0	0	7	0	1	0	0	0	0	0
403	del_araBAD	7	1	198	231	3	0	1	9	0	2	5	0	0	3	0	1	1	0	0	0	0	9	0	9	7	0	0	0	0	5	0	0	0	0	0	0	0
403	del_araBAD	7	1	198	264	19	0	12	46	0	54	26	0	14	19	0	2	0	0	7	0	0	46	0	18	10	0	9	0	0	26	0	2	1	0	9	0	0
403	del_araBAD	7	1	198	297	0	0	23	0	0	80	0	0	43	0	0	0	0	0	23	0	0	0	0	0	0	1	79	0	0	0	0	0	0	0	43	0	0
404	del_mutL	9	1	99	29	4	8	2	8	16	9	4	4	4	2	7	0	0	1	0	0	0	4	15	0	0	0	0	0	0	1	4	0	0	0	0	0	0
404	del_mutL	9	1	99	66	21	0	7	43	7	38	8	0	10	21	0	3	4	0	2	0	0	42	1	21	25	0	9	0	0	8	0	4	7	0	3	0	0
404	del_mutL	9	1	99	99	189	0	66	454	3	144	91	0	21	190	0	0	62	0	9	0	0	463	0	3	133	0	22	0	0	92	0	0	19	0	3	0	0
404	del_mutL	9	1	99	132	134	0	36	273	0	64	46	0	15	135	0	0	24	0	12	0	0	272	0	0	48	0	19	0	0	46	0	0	9	0	6	0	0
404	del_mutL	9	1	99	165	313	0	67	713	0	147	108	1	29	305	0	0	50	0	23	0	0	695	0	2	112	0	46	0	0	107	0	1	23	0	11	0	0
404	del_mutL	9	1	99	198	41	0	7	65	0	10	7	0	3	43	0	1	17	0	7	0	0	69	0	0	27	0	10	0	0	10	0	0	2	0	3	0	0
404	del_mutL	9	1	99	231	56	0	18	126	0	34	9	0	1	56	0	0	54	0	1	0	0	124	0	0	114	0	2	0	0	9	0	0	31	0	0	0	0
404	del_mutL	9	1	99	264	29	0	124	97	0	245	40	0	68	27	0	0	37	0	30	0	0	94	0	0	60	0	65	0	0	39	0	0	12	0	19	0	0
404	del_mutL	9	1	99	297	0	0	78	0	0	145	0	0	68	0	0	0	0	0	77	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	68	0	0
405	del_srlD	8	1	165	29	0	0	16	1	5	4	8	1	0	8	0	0	1	0	1	0	0	3	4	0	1	0	0	0	0	8	0	0	0	0	0	0	0
405	del_srlD	8	1	165	66	0	1	44	2	0	15	2	0	25	0	0	17	0	0	28	0	0	2	1	3	0	0	12	0	0	2	1	0	0	0	25	0	0
405	del_srlD	8	1	165	99	13	7	6	13	7	33	3	6	0	13	8	5	0	0	6	0	0	11	7	31	0	0	5	0	0	3	6	0	0	0	0	0	0
405	del_srlD	8	1	165	132	13	0	14	24	0	23	3	0	2	12	0	12	0	0	3	0	0	24	0	23	0	0	0	0	0	3	0	1	0	0	1	0	0
405	del_srlD	8	1	165	165	37	0	19	55	0	45	26	0	4	37	0	15	0	0	4	0	0	55	0	35	0	0	11	0	0	26	0	3	0	0	1	0	0
405	del_srlD	8	1	165	231	21	0	12	58	0	19	24	0	6	21	0	6	1	0	5	0	0	58	0	10	4	0	6	0	0	24	0	1	7	0	0	0	0
405	del_srlD	8	1	165	264	21	0	38	47	0	40	34	0	26	21	0	6	13	0	19	0	0	47	0	11	8	0	20	0	0	34	0	3	8	0	15	0	0
405	del_srlD	8	1	165	297	0	0	62	0	0	156	0	0	61	0	0	0	0	1	61	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	59	0	0
406	del_mutL_araBAD	9	1	99	29	70	9	0	109	22	2	29	8	2	7	9	0	0	0	0	0	0	12	21	0	0	0	0	0	0	4	6	0	0	0	0	0	0
406	del_mutL_araBAD	9	1	99	66	2	8	0	9	24	0	2	7	0	2	0	8	1	0	0	0	0	6	2	23	4	0	0	0	0	6	2	7	0	0	1	0	0
406	del_mutL_araBAD	9	1	99	99	15	0	0	35	1	0	3	0	0	11	0	0	4	0	0	0	0	29	1	2	9	0	0	0	0	1	0	0	2	0	0	0	0
406	del_mutL_araBAD	9	1	99	132	4	0	0	23	0	1	6	0	0	4	0	5	0	0	0	0	0	24	0	25	1	0	1	0	0	6	0	1	0	0	0	0	0
406	del_mutL_araBAD	9	1	99	165	113	10	0	254	38	0	51	1	1	83	0	5	30	0	0	0	0	198	0	11	56	0	0	0	0	41	0	0	10	0	1	0	0
406	del_mutL_araBAD	9	1	99	198	119	1	0	234	3	0	21	1	0	91	0	4	31	0	0	0	0	158	0	4	83	0	0	0	0	17	1	1	13	0	0	0	0
406	del_mutL_araBAD	9	1	99	231	63	5	6	132	7	3	38	3	1	23	0	2	39	0	6	0	0	41	3	3	88	0	3	0	0	21	0	2	12	0	1	0	0
406	del_mutL_araBAD	9	1	99	264	15	0	18	40	0	25	27	0	23	75	0	0	0	0	18	0	0	127	0	0	0	0	25	0	0	44	0	0	0	0	23	0	0
406	del_mutL_araBAD	9	1	99	297	0	0	43	0	0	123	0	0	58	0	0	0	0	0	43	0	0	0	0	0	0	0	125	0	0	0	0	0	0	1	58	0	0
407	del_mutL_srlD	8	1	231	29	37	8	19	62	14	25	45	2	4	10	8	2	0	0	0	0	0	6	14	1	0	1	0	0	0	16	2	0	1	0	0	0	0
407	del_mutL_srlD	8	1	231	66	15	0	61	41	0	84	22	0	17	23	0	13	28	0	24	0	0	59	0	46	30	0	13	0	0	25	0	9	2	0	8	0	0
407	del_mutL_srlD	8	1	231	99	14	0	16	28	0	56	7	0	11	16	0	12	1	0	8	0	0	33	0	31	3	0	20	0	0	7	0	8	0	0	4	0	0
407	del_mutL_srlD	8	1	231	132	2	0	1	9	0	18	0	0	8	27	0	1	0	0	0	0	0	58	0	15	3	0	0	0	0	18	0	7	1	0	0	0	0
407	del_mutL_srlD	8	1	231	165	17	0	16	79	1	42	22	0	12	17	0	0	9	0	7	0	0	78	0	6	21	0	16	0	0	22	0	0	7	0	5	0	0
407	del_mutL_srlD	8	1	231	231	13	0	12	33	0	55	5	0	8	13	0	14	0	0	3	0	0	39	0	47	8	0	19	0	0	8	0	5	0	0	4	0	0
407	del_mutL_srlD	8	1	231	264	21	1	81	58	0	171	49	0	69	21	0	4	4	0	68	0	0	58	0	13	8	0	129	0	0	55	0	2	4	0	62	0	0
407	del_mutL_srlD	8	1	231	297	0	0	99	0	0	204	0	0	61	0	0	0	0	0	100	0	0	0	0	0	0	2	203	0	0	0	0	0	0	0	60	0	0
408	del_araBAD	9	1	165	29	0	0	6	3	1	5	2	0	3	0	0	4	0	0	2	0	0	3	1	4	0	0	0	0	0	2	0	2	0	0	1	0	0
408	del_araBAD	9	1	165	66	7	0	0	13	0	2	1	0	0	7	0	0	0	0	0	0	0	13	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0
408	del_araBAD	9	1	165	99	13	0	39	34	0	65	5	0	11	4	0	5	4	0	0	0	0	7	0	17	4	0	2	0	0	2	0	2	5	0	0	0	0
408	del_araBAD	9	1	165	132	66	0	37	134	1	57	24	0	14	69	0	47	0	0	9	0	0	146	1	76	0	0	15	0	0	23	0	15	0	0	3	0	0
408	del_araBAD	9	1	165	165	46	0	21	127	0	56	35	0	16	50	0	17	0	0	11	0	0	134	0	41	0	0	24	0	0	36	0	12	0	0	5	0	0
408	del_araBAD	9	1	165	198	4	0	6	6	0	13	0	0	2	9	0	0	5	0	1	0	0	15	0	0	10	0	3	0	0	2	0	0	2	0	0	0	0
408	del_araBAD	9	1	165	231	17	0	15	54	0	40	7	0	6	18	0	0	1	0	14	0	0	53	0	2	7	0	33	0	0	7	0	1	2	0	3	0	0
408	del_araBAD	9	1	165	264	105	0	85	194	0	198	50	0	38	105	0	3	17	0	65	0	0	193	0	7	44	0	145	0	0	50	0	4	5	0	29	0	0
408	del_araBAD	9	1	165	297	0	0	118	0	0	197	0	0	67	0	0	0	0	0	118	0	0	0	0	0	0	1	196	0	0	0	0	0	0	0	67	0	0
