pop	pop_type	num_TP	out	coexist_length	mut_type	mut_count	total_mut_count	fixed_count	total_fixed_count
308	del_araBAD	9	1	9240	sv	28	805	13	49
309	del_mutL	9	1	2311	synonymous	1307	4925	150	592
309	del_mutL	9	1	2311	nonsynonymous	2434	4925	290	592
309	del_mutL	9	1	2311	nonsense	51	4925	2	592
309	del_mutL	9	1	2311	noncoding	51	4925	2	592
309	del_mutL	9	1	2311	pseudogene	196	4925	23	592
309	del_mutL	9	1	2311	intergenic	657	4925	49	592
309	del_mutL	9	1	2311	indel	212	4925	76	592
309	del_mutL	9	1	2311	sv	17	4925	0	592
310	del_srlD	7	0	0	synonymous	129	698	25	180
310	del_srlD	7	0	0	nonsynonymous	155	698	20	180
310	del_srlD	7	0	0	nonsense	9	698	1	180
310	del_srlD	7	0	0	noncoding	16	698	0	180
310	del_srlD	7	0	0	pseudogene	186	698	80	180
310	del_srlD	7	0	0	intergenic	161	698	39	180
310	del_srlD	7	0	0	indel	28	698	8	180
310	del_srlD	7	0	0	sv	14	698	7	180
311	del_mutL_araBAD	8	1	13860	synonymous	1672	6048	546	1805
311	del_mutL_araBAD	8	1	13860	nonsynonymous	2981	6048	912	1805
311	del_mutL_araBAD	8	1	13860	nonsense	72	6048	23	1805
311	del_mutL_araBAD	8	1	13860	noncoding	26	6048	4	1805
311	del_mutL_araBAD	8	1	13860	pseudogene	240	6048	57	1805
311	del_mutL_araBAD	8	1	13860	intergenic	801	6048	217	1805
311	del_mutL_araBAD	8	1	13860	indel	236	6048	42	1805
311	del_mutL_araBAD	8	1	13860	sv	20	6048	4	1805
312	wt	8	1	6931	synonymous	127	550	3	26
312	wt	8	1	6931	nonsynonymous	135	550	11	26
312	wt	8	1	6931	nonsense	4	550	1	26
312	wt	8	1	6931	noncoding	10	550	0	26
312	wt	8	1	6931	pseudogene	79	550	0	26
312	wt	8	1	6931	intergenic	150	550	4	26
312	wt	8	1	6931	indel	26	550	1	26
312	wt	8	1	6931	sv	19	550	6	26
313	wt	9	1	16169	synonymous	110	614	8	66
313	wt	9	1	16169	nonsynonymous	194	614	22	66
313	wt	9	1	16169	nonsense	9	614	2	66
313	wt	9	1	16169	noncoding	10	614	2	66
313	wt	9	1	16169	pseudogene	69	614	7	66
313	wt	9	1	16169	intergenic	144	614	6	66
313	wt	9	1	16169	indel	45	614	3	66
313	wt	9	1	16169	sv	33	614	16	66
314	del_mutL_srlD	8	1	9240	synonymous	877	3266	244	856
314	del_mutL_srlD	8	1	9240	nonsynonymous	1430	3266	412	856
314	del_mutL_srlD	8	1	9240	nonsense	21	3266	5	856
314	del_mutL_srlD	8	1	9240	noncoding	11	3266	3	856
314	del_mutL_srlD	8	1	9240	pseudogene	254	3266	28	856
314	del_mutL_srlD	8	1	9240	intergenic	446	3266	89	856
314	del_mutL_srlD	8	1	9240	indel	209	3266	67	856
314	del_mutL_srlD	8	1	9240	sv	18	3266	8	856
315	del_araBAD	9	1	13860	synonymous	132	819	5	73
315	del_araBAD	9	1	13860	nonsynonymous	290	819	26	73
315	del_araBAD	9	1	13860	nonsense	12	819	1	73
315	del_araBAD	9	1	13860	noncoding	6	819	0	73
315	del_araBAD	9	1	13860	pseudogene	75	819	1	73
315	del_araBAD	9	1	13860	intergenic	215	819	13	73
315	del_araBAD	9	1	13860	indel	47	819	7	73
315	del_araBAD	9	1	13860	sv	42	819	20	73
316	del_mutL	9	1	16169	synonymous	1483	5098	547	1851
316	del_mutL	9	1	16169	nonsynonymous	2580	5098	998	1851
316	del_mutL	9	1	16169	nonsense	42	5098	11	1851
316	del_mutL	9	1	16169	noncoding	19	5098	7	1851
316	del_mutL	9	1	16169	pseudogene	196	5098	62	1851
316	del_mutL	9	1	16169	intergenic	567	5098	194	1851
316	del_mutL	9	1	16169	indel	188	5098	27	1851
316	del_mutL	9	1	16169	sv	23	5098	5	1851
317	del_srlD	8	0	0	synonymous	267	1336	13	76
317	del_srlD	8	0	0	nonsynonymous	450	1336	25	76
317	del_srlD	8	0	0	nonsense	22	1336	1	76
317	del_srlD	8	0	0	noncoding	27	1336	0	76
317	del_srlD	8	0	0	pseudogene	200	1336	2	76
317	del_srlD	8	0	0	intergenic	309	1336	22	76
317	del_srlD	8	0	0	indel	32	1336	4	76
317	del_srlD	8	0	0	sv	29	1336	9	76
318	del_mutL_araBAD	9	1	16169	synonymous	1172	4258	466	1531
318	del_mutL_araBAD	9	1	16169	nonsynonymous	2076	4258	778	1531
318	del_mutL_araBAD	9	1	16169	nonsense	50	4258	11	1531
318	del_mutL_araBAD	9	1	16169	noncoding	30	4258	4	1531
318	del_mutL_araBAD	9	1	16169	pseudogene	178	4258	48	1531
318	del_mutL_araBAD	9	1	16169	intergenic	558	4258	131	1531
318	del_mutL_araBAD	9	1	16169	indel	173	4258	83	1531
318	del_mutL_araBAD	9	1	16169	sv	21	4258	10	1531
319	del_mutL_srlD	8	1	13860	synonymous	1234	4569	395	1462
319	del_mutL_srlD	8	1	13860	nonsynonymous	2065	4569	698	1462
319	del_mutL_srlD	8	1	13860	nonsense	42	4569	8	1462
319	del_mutL_srlD	8	1	13860	noncoding	32	4569	2	1462
319	del_mutL_srlD	8	1	13860	pseudogene	289	4569	72	1462
319	del_mutL_srlD	8	1	13860	intergenic	586	4569	134	1462
319	del_mutL_srlD	8	1	13860	indel	304	4569	147	1462
319	del_mutL_srlD	8	1	13860	sv	17	4569	6	1462
320	del_araBAD	9	0	0	synonymous	165	923	2	28
320	del_araBAD	9	0	0	nonsynonymous	291	923	8	28
320	del_araBAD	9	0	0	nonsense	11	923	0	28
320	del_araBAD	9	0	0	noncoding	22	923	1	28
320	del_araBAD	9	0	0	pseudogene	99	923	1	28
320	del_araBAD	9	0	0	intergenic	261	923	2	28
320	del_araBAD	9	0	0	indel	52	923	3	28
320	del_araBAD	9	0	0	sv	22	923	11	28
321	del_mutL	9	1	13860	synonymous	3165	7950	1158	2871
321	del_mutL	9	1	13860	nonsynonymous	3138	7950	1262	2871
321	del_mutL	9	1	13860	nonsense	44	7950	8	2871
321	del_mutL	9	1	13860	noncoding	274	7950	37	2871
321	del_mutL	9	1	13860	pseudogene	333	7950	89	2871
321	del_mutL	9	1	13860	intergenic	718	7950	232	2871
321	del_mutL	9	1	13860	indel	252	7950	75	2871
321	del_mutL	9	1	13860	sv	26	7950	10	2871
322	del_srlD	8	1	16169	synonymous	452	1871	1	31
322	del_srlD	8	1	16169	nonsynonymous	712	1871	13	31
322	del_srlD	8	1	16169	nonsense	15	1871	0	31
322	del_srlD	8	1	16169	noncoding	19	1871	0	31
322	del_srlD	8	1	16169	pseudogene	247	1871	1	31
322	del_srlD	8	1	16169	intergenic	329	1871	6	31
322	del_srlD	8	1	16169	indel	76	1871	1	31
322	del_srlD	8	1	16169	sv	21	1871	9	31
323	del_mutL_araBAD	8	1	13860	synonymous	1296	4816	395	1493
323	del_mutL_araBAD	8	1	13860	nonsynonymous	2335	4816	772	1493
323	del_mutL_araBAD	8	1	13860	nonsense	53	4816	17	1493
323	del_mutL_araBAD	8	1	13860	noncoding	16	4816	2	1493
323	del_mutL_araBAD	8	1	13860	pseudogene	213	4816	41	1493
323	del_mutL_araBAD	8	1	13860	intergenic	654	4816	144	1493
323	del_mutL_araBAD	8	1	13860	indel	227	4816	113	1493
323	del_mutL_araBAD	8	1	13860	sv	22	4816	9	1493
324	wt	9	1	4621	synonymous	150	793	4	40
324	wt	9	1	4621	nonsynonymous	247	793	15	40
324	wt	9	1	4621	nonsense	13	793	1	40
324	wt	9	1	4621	noncoding	13	793	0	40
324	wt	9	1	4621	pseudogene	85	793	0	40
324	wt	9	1	4621	intergenic	209	793	6	40
324	wt	9	1	4621	indel	35	793	5	40
324	wt	9	1	4621	sv	41	793	9	40
401	wt	9	1	165	synonymous	90	498	12	75
401	wt	9	1	165	nonsynonymous	219	498	40	75
401	wt	9	1	165	nonsense	7	498	0	75
401	wt	9	1	165	noncoding	10	498	0	75
401	wt	9	1	165	pseudogene	17	498	0	75
401	wt	9	1	165	intergenic	107	498	10	75
401	wt	9	1	165	indel	34	498	7	75
401	wt	9	1	165	sv	14	498	6	75
402	del_mutL_srlD	9	1	66	synonymous	498	2424	85	385
402	del_mutL_srlD	9	1	66	nonsynonymous	1109	2424	180	385
402	del_mutL_srlD	9	1	66	nonsense	47	2424	5	385
402	del_mutL_srlD	9	1	66	noncoding	18	2424	0	385
402	del_mutL_srlD	9	1	66	pseudogene	247	2424	22	385
402	del_mutL_srlD	9	1	66	intergenic	391	2424	60	385
402	del_mutL_srlD	9	1	66	indel	107	2424	29	385
402	del_mutL_srlD	9	1	66	sv	7	2424	4	385
403	del_araBAD	7	1	198	synonymous	120	703	27	157
403	del_araBAD	7	1	198	nonsynonymous	336	703	90	157
403	del_araBAD	7	1	198	nonsense	23	703	6	157
403	del_araBAD	7	1	198	noncoding	14	703	0	157
403	del_araBAD	7	1	198	pseudogene	34	703	5	157
403	del_araBAD	7	1	198	intergenic	128	703	14	157
403	del_araBAD	7	1	198	indel	40	703	9	157
403	del_araBAD	7	1	198	sv	8	703	6	157
404	del_mutL	9	1	99	synonymous	1200	4747	259	994
404	del_mutL	9	1	99	nonsynonymous	2641	4747	561	994
404	del_mutL	9	1	99	nonsense	98	4747	17	994
404	del_mutL	9	1	99	noncoding	22	4747	3	994
404	del_mutL	9	1	99	pseudogene	140	4747	26	994
404	del_mutL	9	1	99	intergenic	537	4747	112	994
404	del_mutL	9	1	99	indel	105	4747	16	994
404	del_mutL	9	1	99	sv	4	4747	0	994
405	del_srlD	8	1	165	synonymous	324	1416	84	311
405	del_srlD	8	1	165	nonsynonymous	547	1416	138	311
405	del_srlD	8	1	165	nonsense	29	1416	7	311
405	del_srlD	8	1	165	noncoding	13	1416	0	311
405	del_srlD	8	1	165	pseudogene	205	1416	37	311
405	del_srlD	8	1	165	intergenic	231	1416	30	311
405	del_srlD	8	1	165	indel	62	1416	13	311
405	del_srlD	8	1	165	sv	5	1416	2	311
406	del_mutL_araBAD	9	1	99	synonymous	501	2120	138	606
406	del_mutL_araBAD	9	1	99	nonsynonymous	1085	2120	336	606
406	del_mutL_araBAD	9	1	99	nonsense	44	2120	11	606
406	del_mutL_araBAD	9	1	99	noncoding	24	2120	1	606
406	del_mutL_araBAD	9	1	99	pseudogene	67	2120	10	606
406	del_mutL_araBAD	9	1	99	intergenic	282	2120	57	606
406	del_mutL_araBAD	9	1	99	indel	111	2120	51	606
406	del_mutL_araBAD	9	1	99	sv	6	2120	2	606
407	del_mutL_srlD	8	1	231	synonymous	433	2103	96	485
407	del_mutL_srlD	8	1	231	nonsynonymous	980	2103	246	485
407	del_mutL_srlD	8	1	231	nonsense	37	2103	9	485
407	del_mutL_srlD	8	1	231	noncoding	15	2103	0	485
407	del_mutL_srlD	8	1	231	pseudogene	220	2103	69	485
407	del_mutL_srlD	8	1	231	intergenic	342	2103	48	485
407	del_mutL_srlD	8	1	231	indel	66	2103	13	485
407	del_mutL_srlD	8	1	231	sv	10	2103	4	485
408	del_araBAD	9	1	165	synonymous	585	2319	103	406
408	del_araBAD	9	1	165	nonsynonymous	1200	2319	217	406
408	del_araBAD	9	1	165	nonsense	64	2319	10	406
408	del_araBAD	9	1	165	noncoding	14	2319	0	406
408	del_araBAD	9	1	165	pseudogene	97	2319	11	406
408	del_araBAD	9	1	165	intergenic	281	2319	50	406
408	del_araBAD	9	1	165	indel	63	2319	8	406
408	del_araBAD	9	1	165	sv	15	2319	7	406
409	del_mutL	8	1	231	synonymous	301	1583	95	417
409	del_mutL	8	1	231	nonsynonymous	799	1583	225	417
409	del_mutL	8	1	231	nonsense	45	1583	11	417
409	del_mutL	8	1	231	noncoding	24	1583	1	417
409	del_mutL	8	1	231	pseudogene	62	1583	11	417
409	del_mutL	8	1	231	intergenic	291	1583	46	417
409	del_mutL	8	1	231	indel	53	1583	25	417
409	del_mutL	8	1	231	sv	8	1583	3	417
410	del_srlD	8	0	0	synonymous	193	953	77	311
410	del_srlD	8	0	0	nonsynonymous	295	953	85	311
410	del_srlD	8	0	0	nonsense	11	953	1	311
410	del_srlD	8	0	0	noncoding	10	953	1	311
410	del_srlD	8	0	0	pseudogene	199	953	79	311
410	del_srlD	8	0	0	intergenic	186	953	42	311
410	del_srlD	8	0	0	indel	41	953	14	311
410	del_srlD	8	0	0	sv	18	953	12	311
411	del_mutL_araBAD	9	1	132	synonymous	498	2339	128	459
411	del_mutL_araBAD	9	1	132	nonsynonymous	1198	2339	244	459
411	del_mutL_araBAD	9	1	132	nonsense	61	2339	13	459
411	del_mutL_araBAD	9	1	132	noncoding	24	2339	1	459
411	del_mutL_araBAD	9	1	132	pseudogene	75	2339	8	459
411	del_mutL_araBAD	9	1	132	intergenic	378	2339	43	459
411	del_mutL_araBAD	9	1	132	indel	100	2339	21	459
411	del_mutL_araBAD	9	1	132	sv	5	2339	1	459
412	wt	9	0	0	synonymous	108	608	7	40
412	wt	9	0	0	nonsynonymous	233	608	20	40
412	wt	9	0	0	nonsense	8	608	1	40
412	wt	9	0	0	noncoding	21	608	0	40
412	wt	9	0	0	pseudogene	20	608	0	40
412	wt	9	0	0	intergenic	118	608	3	40
412	wt	9	0	0	indel	72	608	2	40
412	wt	9	0	0	sv	28	608	7	40
413	wt	8	0	0	synonymous	297	1370	111	456
413	wt	8	0	0	nonsynonymous	668	1370	218	456
413	wt	8	0	0	nonsense	31	1370	6	456
413	wt	8	0	0	noncoding	11	1370	1	456
413	wt	8	0	0	pseudogene	61	1370	23	456
413	wt	8	0	0	intergenic	215	1370	54	456
413	wt	8	0	0	indel	78	1370	37	456
413	wt	8	0	0	sv	9	1370	6	456
414	del_mutL_srlD	9	1	198	synonymous	1017	3967	394	1476
414	del_mutL_srlD	9	1	198	nonsynonymous	1950	3967	763	1476
414	del_mutL_srlD	9	1	198	nonsense	113	3967	37	1476
414	del_mutL_srlD	9	1	198	noncoding	18	3967	9	1476
414	del_mutL_srlD	9	1	198	pseudogene	262	3967	92	1476
414	del_mutL_srlD	9	1	198	intergenic	523	3967	159	1476
414	del_mutL_srlD	9	1	198	indel	76	3967	16	1476
414	del_mutL_srlD	9	1	198	sv	8	3967	6	1476
415	del_araBAD	9	1	66	synonymous	343	1739	87	374
415	del_araBAD	9	1	66	nonsynonymous	845	1739	169	374
415	del_araBAD	9	1	66	nonsense	30	1739	3	374
415	del_araBAD	9	1	66	noncoding	31	1739	6	374
415	del_araBAD	9	1	66	pseudogene	65	1739	9	374
415	del_araBAD	9	1	66	intergenic	316	1739	57	374
415	del_araBAD	9	1	66	indel	104	1739	40	374
415	del_araBAD	9	1	66	sv	5	1739	3	374
416	del_mutL	9	0	0	synonymous	346	1600	60	273
416	del_mutL	9	0	0	nonsynonymous	797	1600	136	273
416	del_mutL	9	0	0	nonsense	29	1600	5	273
416	del_mutL	9	0	0	noncoding	24	1600	0	273
416	del_mutL	9	0	0	pseudogene	60	1600	2	273
416	del_mutL	9	0	0	intergenic	255	1600	26	273
416	del_mutL	9	0	0	indel	86	1600	44	273
416	del_mutL	9	0	0	sv	3	1600	0	273
417	del_srlD	9	1	165	synonymous	193	1114	40	276
417	del_srlD	9	1	165	nonsynonymous	443	1114	124	276
417	del_srlD	9	1	165	nonsense	21	1114	3	276
417	del_srlD	9	1	165	noncoding	15	1114	0	276
417	del_srlD	9	1	165	pseudogene	182	1114	51	276
417	del_srlD	9	1	165	intergenic	197	1114	33	276
417	del_srlD	9	1	165	indel	44	1114	13	276
417	del_srlD	9	1	165	sv	19	1114	12	276
418	del_mutL_araBAD	9	1	165	synonymous	467	2353	186	789
418	del_mutL_araBAD	9	1	165	nonsynonymous	1249	2353	429	789
418	del_mutL_araBAD	9	1	165	nonsense	50	2353	18	789
418	del_mutL_araBAD	9	1	165	noncoding	17	2353	2	789
418	del_mutL_araBAD	9	1	165	pseudogene	79	2353	23	789
418	del_mutL_araBAD	9	1	165	intergenic	394	2353	104	789
418	del_mutL_araBAD	9	1	165	indel	92	2353	26	789
418	del_mutL_araBAD	9	1	165	sv	5	2353	1	789
419	del_mutL_srlD	8	1	132	synonymous	922	2743	89	491
419	del_mutL_srlD	8	1	132	nonsynonymous	1028	2743	304	491
419	del_mutL_srlD	8	1	132	nonsense	42	2743	11	491
419	del_mutL_srlD	8	1	132	noncoding	21	2743	2	491
419	del_mutL_srlD	8	1	132	pseudogene	224	2743	11	491
419	del_mutL_srlD	8	1	132	intergenic	382	2743	64	491
419	del_mutL_srlD	8	1	132	indel	116	2743	5	491
419	del_mutL_srlD	8	1	132	sv	8	2743	5	491
420	del_araBAD	9	1	165	synonymous	275	1299	29	175
420	del_araBAD	9	1	165	nonsynonymous	564	1299	97	175
420	del_araBAD	9	1	165	nonsense	39	1299	1	175
420	del_araBAD	9	1	165	noncoding	17	1299	0	175
420	del_araBAD	9	1	165	pseudogene	49	1299	1	175
420	del_araBAD	9	1	165	intergenic	244	1299	20	175
420	del_araBAD	9	1	165	indel	103	1299	23	175
420	del_araBAD	9	1	165	sv	8	1299	4	175
421	del_mutL	8	1	66	synonymous	338	1553	93	437
421	del_mutL	8	1	66	nonsynonymous	730	1553	210	437
421	del_mutL	8	1	66	nonsense	42	1553	13	437
421	del_mutL	8	1	66	noncoding	19	1553	1	437
421	del_mutL	8	1	66	pseudogene	75	1553	19	437
421	del_mutL	8	1	66	intergenic	268	1553	59	437
421	del_mutL	8	1	66	indel	76	1553	39	437
421	del_mutL	8	1	66	sv	5	1553	3	437
422	del_srlD	9	-1	0	synonymous	173	886	10	54
422	del_srlD	9	-1	0	nonsynonymous	253	886	20	54
422	del_srlD	9	-1	0	nonsense	19	886	2	54
422	del_srlD	9	-1	0	noncoding	11	886	0	54
422	del_srlD	9	-1	0	pseudogene	186	886	0	54
422	del_srlD	9	-1	0	intergenic	188	886	5	54
422	del_srlD	9	-1	0	indel	32	886	9	54
422	del_srlD	9	-1	0	sv	24	886	8	54
423	del_mutL_araBAD	9	1	165	synonymous	665	2881	147	636
423	del_mutL_araBAD	9	1	165	nonsynonymous	1491	2881	337	636
423	del_mutL_araBAD	9	1	165	nonsense	53	2881	9	636
423	del_mutL_araBAD	9	1	165	noncoding	47	2881	1	636
423	del_mutL_araBAD	9	1	165	pseudogene	150	2881	16	636
423	del_mutL_araBAD	9	1	165	intergenic	400	2881	92	636
423	del_mutL_araBAD	9	1	165	indel	74	2881	34	636
423	del_mutL_araBAD	9	1	165	sv	1	2881	0	636
424	wt	9	1	132	synonymous	269	1452	51	244
424	wt	9	1	132	nonsynonymous	676	1452	121	244
424	wt	9	1	132	nonsense	24	1452	4	244
424	wt	9	1	132	noncoding	32	1452	2	244
424	wt	9	1	132	pseudogene	50	1452	6	244
424	wt	9	1	132	intergenic	337	1452	31	244
424	wt	9	1	132	indel	59	1452	25	244
424	wt	9	1	132	sv	5	1452	4	244
501	wt	7	-1	0	synonymous	157	865	0	25
501	wt	7	-1	0	nonsynonymous	334	865	14	25
501	wt	7	-1	0	nonsense	31	865	0	25
501	wt	7	-1	0	noncoding	14	865	0	25
501	wt	7	-1	0	pseudogene	20	865	0	25
501	wt	7	-1	0	intergenic	166	865	3	25
501	wt	7	-1	0	indel	128	865	7	25
501	wt	7	-1	0	sv	15	865	1	25
502	del_mutL_srlD	7	1	125	synonymous	200	1052	41	208
502	del_mutL_srlD	7	1	125	nonsynonymous	354	1052	66	208
502	del_mutL_srlD	7	1	125	nonsense	24	1052	4	208
502	del_mutL_srlD	7	1	125	noncoding	20	1052	3	208
502	del_mutL_srlD	7	1	125	pseudogene	199	1052	30	208
502	del_mutL_srlD	7	1	125	intergenic	215	1052	49	208
502	del_mutL_srlD	7	1	125	indel	37	1052	14	208
502	del_mutL_srlD	7	1	125	sv	3	1052	1	208
503	del_araBAD	8	0	0	synonymous	129	776	20	111
503	del_araBAD	8	0	0	nonsynonymous	253	776	26	111
503	del_araBAD	8	0	0	nonsense	12	776	0	111
503	del_araBAD	8	0	0	noncoding	25	776	2	111
503	del_araBAD	8	0	0	pseudogene	121	776	39	111
503	del_araBAD	8	0	0	intergenic	184	776	6	111
503	del_araBAD	8	0	0	indel	35	776	9	111
503	del_araBAD	8	0	0	sv	17	776	9	111
504	del_mutL	8	0	0	synonymous	151	839	30	158
504	del_mutL	8	0	0	nonsynonymous	324	839	60	158
504	del_mutL	8	0	0	nonsense	21	839	5	158
504	del_mutL	8	0	0	noncoding	28	839	5	158
504	del_mutL	8	0	0	pseudogene	36	839	10	158
504	del_mutL	8	0	0	intergenic	236	839	34	158
504	del_mutL	8	0	0	indel	32	839	9	158
504	del_mutL	8	0	0	sv	11	839	5	158
505	del_srlD	8	-1	0	synonymous	186	1058	0	24
505	del_srlD	8	-1	0	nonsynonymous	297	1058	13	24
505	del_srlD	8	-1	0	nonsense	22	1058	2	24
505	del_srlD	8	-1	0	noncoding	31	1058	0	24
505	del_srlD	8	-1	0	pseudogene	211	1058	0	24
505	del_srlD	8	-1	0	intergenic	263	1058	2	24
505	del_srlD	8	-1	0	indel	37	1058	5	24
505	del_srlD	8	-1	0	sv	11	1058	2	24
506	del_mutL_araBAD	8	1	25	synonymous	228	1202	26	154
506	del_mutL_araBAD	8	1	25	nonsynonymous	618	1202	81	154
506	del_mutL_araBAD	8	1	25	nonsense	26	1202	1	154
506	del_mutL_araBAD	8	1	25	noncoding	23	1202	1	154
506	del_mutL_araBAD	8	1	25	pseudogene	37	1202	7	154
506	del_mutL_araBAD	8	1	25	intergenic	227	1202	21	154
506	del_mutL_araBAD	8	1	25	indel	39	1202	15	154
506	del_mutL_araBAD	8	1	25	sv	4	1202	2	154
507	del_mutL_srlD	5	0	0	synonymous	367	1638	87	327
507	del_mutL_srlD	5	0	0	nonsynonymous	679	1638	136	327
507	del_mutL_srlD	5	0	0	nonsense	40	1638	10	327
507	del_mutL_srlD	5	0	0	noncoding	5	1638	1	327
507	del_mutL_srlD	5	0	0	pseudogene	230	1638	42	327
507	del_mutL_srlD	5	0	0	intergenic	254	1638	41	327
507	del_mutL_srlD	5	0	0	indel	46	1638	8	327
507	del_mutL_srlD	5	0	0	sv	17	1638	2	327
508	del_araBAD	7	-1	0	synonymous	261	838	9	44
508	del_araBAD	7	-1	0	nonsynonymous	242	838	15	44
508	del_araBAD	7	-1	0	nonsense	9	838	0	44
508	del_araBAD	7	-1	0	noncoding	87	838	0	44
508	del_araBAD	7	-1	0	pseudogene	28	838	0	44
508	del_araBAD	7	-1	0	intergenic	135	838	6	44
508	del_araBAD	7	-1	0	indel	45	838	5	44
508	del_araBAD	7	-1	0	sv	31	838	9	44
509	del_mutL	8	-1	0	synonymous	243	1360	10	93
509	del_mutL	8	-1	0	nonsynonymous	684	1360	47	93
509	del_mutL	8	-1	0	nonsense	34	1360	3	93
509	del_mutL	8	-1	0	noncoding	18	1360	0	93
509	del_mutL	8	-1	0	pseudogene	47	1360	0	93
509	del_mutL	8	-1	0	intergenic	247	1360	10	93
509	del_mutL	8	-1	0	indel	79	1360	21	93
509	del_mutL	8	-1	0	sv	8	1360	2	93
510	del_srlD	8	0	0	synonymous	164	961	12	121
510	del_srlD	8	0	0	nonsynonymous	233	961	57	121
510	del_srlD	8	0	0	nonsense	16	961	5	121
510	del_srlD	8	0	0	noncoding	12	961	1	121
510	del_srlD	8	0	0	pseudogene	213	961	3	121
510	del_srlD	8	0	0	intergenic	208	961	31	121
510	del_srlD	8	0	0	indel	105	961	8	121
510	del_srlD	8	0	0	sv	10	961	4	121
511	del_mutL_araBAD	6	0	0	synonymous	141	812	19	106
511	del_mutL_araBAD	6	0	0	nonsynonymous	352	812	50	106
511	del_mutL_araBAD	6	0	0	nonsense	24	812	4	106
511	del_mutL_araBAD	6	0	0	noncoding	25	812	2	106
511	del_mutL_araBAD	6	0	0	pseudogene	32	812	2	106
511	del_mutL_araBAD	6	0	0	intergenic	160	812	14	106
511	del_mutL_araBAD	6	0	0	indel	72	812	12	106
511	del_mutL_araBAD	6	0	0	sv	6	812	3	106
512	wt	7	0	0	synonymous	67	460	9	39
512	wt	7	0	0	nonsynonymous	153	460	17	39
512	wt	7	0	0	nonsense	14	460	2	39
512	wt	7	0	0	noncoding	19	460	0	39
512	wt	7	0	0	pseudogene	20	460	1	39
512	wt	7	0	0	intergenic	131	460	3	39
512	wt	7	0	0	indel	50	460	5	39
512	wt	7	0	0	sv	6	460	2	39
513	wt	7	0	0	synonymous	114	778	16	126
513	wt	7	0	0	nonsynonymous	307	778	59	126
513	wt	7	0	0	nonsense	19	778	6	126
513	wt	7	0	0	noncoding	28	778	9	126
513	wt	7	0	0	pseudogene	28	778	7	126
513	wt	7	0	0	intergenic	177	778	19	126
513	wt	7	0	0	indel	90	778	4	126
513	wt	7	0	0	sv	15	778	6	126
514	del_mutL_srlD	8	0	0	synonymous	342	1840	32	172
514	del_mutL_srlD	8	0	0	nonsynonymous	811	1840	97	172
514	del_mutL_srlD	8	0	0	nonsense	39	1840	5	172
514	del_mutL_srlD	8	0	0	noncoding	20	1840	0	172
514	del_mutL_srlD	8	0	0	pseudogene	196	1840	2	172
514	del_mutL_srlD	8	0	0	intergenic	326	1840	20	172
514	del_mutL_srlD	8	0	0	indel	99	1840	15	172
514	del_mutL_srlD	8	0	0	sv	7	1840	1	172
515	del_araBAD	8	0	0	synonymous	132	756	46	249
515	del_araBAD	8	0	0	nonsynonymous	244	756	105	249
515	del_araBAD	8	0	0	nonsense	20	756	9	249
515	del_araBAD	8	0	0	noncoding	17	756	3	249
515	del_araBAD	8	0	0	pseudogene	29	756	2	249
515	del_araBAD	8	0	0	intergenic	127	756	28	249
515	del_araBAD	8	0	0	indel	173	756	48	249
515	del_araBAD	8	0	0	sv	14	756	8	249
516	del_mutL	8	0	0	synonymous	579	2461	142	642
516	del_mutL	8	0	0	nonsynonymous	1254	2461	349	642
516	del_mutL	8	0	0	nonsense	81	2461	22	642
516	del_mutL	8	0	0	noncoding	30	2461	4	642
516	del_mutL	8	0	0	pseudogene	79	2461	12	642
516	del_mutL	8	0	0	intergenic	344	2461	68	642
516	del_mutL	8	0	0	indel	89	2461	43	642
516	del_mutL	8	0	0	sv	5	2461	2	642
517	del_srlD	8	-1	0	synonymous	292	1406	0	33
517	del_srlD	8	-1	0	nonsynonymous	506	1406	12	33
517	del_srlD	8	-1	0	nonsense	28	1406	4	33
517	del_srlD	8	-1	0	noncoding	13	1406	0	33
517	del_srlD	8	-1	0	pseudogene	209	1406	0	33
517	del_srlD	8	-1	0	intergenic	232	1406	1	33
517	del_srlD	8	-1	0	indel	114	1406	13	33
517	del_srlD	8	-1	0	sv	12	1406	3	33
518	del_mutL_araBAD	8	-1	0	synonymous	442	1974	13	87
518	del_mutL_araBAD	8	-1	0	nonsynonymous	952	1974	43	87
518	del_mutL_araBAD	8	-1	0	nonsense	61	1974	3	87
518	del_mutL_araBAD	8	-1	0	noncoding	20	1974	0	87
518	del_mutL_araBAD	8	-1	0	pseudogene	66	1974	0	87
518	del_mutL_araBAD	8	-1	0	intergenic	328	1974	13	87
518	del_mutL_araBAD	8	-1	0	indel	101	1974	14	87
518	del_mutL_araBAD	8	-1	0	sv	4	1974	1	87
519	del_mutL_srlD	8	0	0	synonymous	316	1703	49	218
519	del_mutL_srlD	8	0	0	nonsynonymous	630	1703	65	218
519	del_mutL_srlD	8	0	0	nonsense	45	1703	2	218
519	del_mutL_srlD	8	0	0	noncoding	17	1703	3	218
519	del_mutL_srlD	8	0	0	pseudogene	230	1703	22	218
519	del_mutL_srlD	8	0	0	intergenic	299	1703	52	218
519	del_mutL_srlD	8	0	0	indel	159	1703	22	218
519	del_mutL_srlD	8	0	0	sv	7	1703	3	218
520	del_araBAD	8	0	0	synonymous	82	683	7	48
520	del_araBAD	8	0	0	nonsynonymous	234	683	19	48
