pop	pop_type	num_TP	out	coexist_length	mut_type	mut_count	total_mut_count	fixed_count	total_fixed_count
309	del_mutL	9	1	2311	sv	17	4925	0	507
310	del_srlD	7	0	0	synonymous	129	698	3	32
310	del_srlD	7	0	0	nonsynonymous	155	698	9	32
310	del_srlD	7	0	0	nonsense	9	698	1	32
310	del_srlD	7	0	0	noncoding	16	698	0	32
310	del_srlD	7	0	0	pseudogene	186	698	2	32
310	del_srlD	7	0	0	intergenic	161	698	6	32
310	del_srlD	7	0	0	indel	28	698	5	32
310	del_srlD	7	0	0	sv	14	698	6	32
311	del_mutL_araBAD	8	1	13860	synonymous	1672	6048	7	65
311	del_mutL_araBAD	8	1	13860	nonsynonymous	2981	6048	21	65
311	del_mutL_araBAD	8	1	13860	nonsense	72	6048	1	65
311	del_mutL_araBAD	8	1	13860	noncoding	26	6048	1	65
311	del_mutL_araBAD	8	1	13860	pseudogene	240	6048	0	65
311	del_mutL_araBAD	8	1	13860	intergenic	801	6048	6	65
311	del_mutL_araBAD	8	1	13860	indel	236	6048	28	65
311	del_mutL_araBAD	8	1	13860	sv	20	6048	1	65
312	wt	8	1	6931	synonymous	127	550	5	22
312	wt	8	1	6931	nonsynonymous	135	550	6	22
312	wt	8	1	6931	nonsense	4	550	1	22
312	wt	8	1	6931	noncoding	10	550	0	22
312	wt	8	1	6931	pseudogene	79	550	0	22
312	wt	8	1	6931	intergenic	150	550	3	22
312	wt	8	1	6931	indel	26	550	3	22
312	wt	8	1	6931	sv	19	550	4	22
313	wt	9	1	16169	synonymous	110	614	0	16
313	wt	9	1	16169	nonsynonymous	194	614	2	16
313	wt	9	1	16169	nonsense	9	614	0	16
313	wt	9	1	16169	noncoding	10	614	4	16
313	wt	9	1	16169	pseudogene	69	614	3	16
313	wt	9	1	16169	intergenic	144	614	1	16
313	wt	9	1	16169	indel	45	614	1	16
313	wt	9	1	16169	sv	33	614	5	16
314	del_mutL_srlD	8	1	9240	synonymous	877	3266	108	431
314	del_mutL_srlD	8	1	9240	nonsynonymous	1430	3266	197	431
314	del_mutL_srlD	8	1	9240	nonsense	21	3266	1	431
314	del_mutL_srlD	8	1	9240	noncoding	11	3266	1	431
314	del_mutL_srlD	8	1	9240	pseudogene	254	3266	14	431
314	del_mutL_srlD	8	1	9240	intergenic	446	3266	45	431
314	del_mutL_srlD	8	1	9240	indel	209	3266	60	431
314	del_mutL_srlD	8	1	9240	sv	18	3266	5	431
315	del_araBAD	9	1	13860	synonymous	132	819	3	42
315	del_araBAD	9	1	13860	nonsynonymous	290	819	13	42
315	del_araBAD	9	1	13860	nonsense	12	819	0	42
315	del_araBAD	9	1	13860	noncoding	6	819	0	42
315	del_araBAD	9	1	13860	pseudogene	75	819	1	42
315	del_araBAD	9	1	13860	intergenic	215	819	6	42
315	del_araBAD	9	1	13860	indel	47	819	5	42
315	del_araBAD	9	1	13860	sv	42	819	14	42
316	del_mutL	9	1	16169	synonymous	1483	5098	37	181
316	del_mutL	9	1	16169	nonsynonymous	2580	5098	78	181
316	del_mutL	9	1	16169	nonsense	42	5098	1	181
316	del_mutL	9	1	16169	noncoding	19	5098	1	181
316	del_mutL	9	1	16169	pseudogene	196	5098	7	181
316	del_mutL	9	1	16169	intergenic	567	5098	11	181
316	del_mutL	9	1	16169	indel	188	5098	45	181
316	del_mutL	9	1	16169	sv	23	5098	1	181
317	del_srlD	8	0	0	synonymous	267	1336	4	23
317	del_srlD	8	0	0	nonsynonymous	450	1336	7	23
317	del_srlD	8	0	0	nonsense	22	1336	0	23
317	del_srlD	8	0	0	noncoding	27	1336	0	23
317	del_srlD	8	0	0	pseudogene	200	1336	0	23
317	del_srlD	8	0	0	intergenic	309	1336	5	23
317	del_srlD	8	0	0	indel	32	1336	2	23
317	del_srlD	8	0	0	sv	29	1336	5	23
318	del_mutL_araBAD	9	1	16169	synonymous	1172	4258	21	144
318	del_mutL_araBAD	9	1	16169	nonsynonymous	2076	4258	46	144
318	del_mutL_araBAD	9	1	16169	nonsense	50	4258	0	144
318	del_mutL_araBAD	9	1	16169	noncoding	30	4258	2	144
318	del_mutL_araBAD	9	1	16169	pseudogene	178	4258	0	144
318	del_mutL_araBAD	9	1	16169	intergenic	558	4258	7	144
318	del_mutL_araBAD	9	1	16169	indel	173	4258	68	144
318	del_mutL_araBAD	9	1	16169	sv	21	4258	0	144
319	del_mutL_srlD	8	1	13860	synonymous	1234	4569	73	390
319	del_mutL_srlD	8	1	13860	nonsynonymous	2065	4569	142	390
319	del_mutL_srlD	8	1	13860	nonsense	42	4569	2	390
319	del_mutL_srlD	8	1	13860	noncoding	32	4569	1	390
319	del_mutL_srlD	8	1	13860	pseudogene	289	4569	10	390
319	del_mutL_srlD	8	1	13860	intergenic	586	4569	24	390
319	del_mutL_srlD	8	1	13860	indel	304	4569	138	390
319	del_mutL_srlD	8	1	13860	sv	17	4569	0	390
320	del_araBAD	9	0	0	synonymous	165	923	2	25
320	del_araBAD	9	0	0	nonsynonymous	291	923	8	25
320	del_araBAD	9	0	0	nonsense	11	923	0	25
320	del_araBAD	9	0	0	noncoding	22	923	1	25
320	del_araBAD	9	0	0	pseudogene	99	923	1	25
320	del_araBAD	9	0	0	intergenic	261	923	2	25
320	del_araBAD	9	0	0	indel	52	923	3	25
320	del_araBAD	9	0	0	sv	22	923	8	25
321	del_mutL	9	1	13860	synonymous	3165	7950	36	188
321	del_mutL	9	1	13860	nonsynonymous	3138	7950	56	188
321	del_mutL	9	1	13860	nonsense	44	7950	0	188
321	del_mutL	9	1	13860	noncoding	274	7950	15	188
321	del_mutL	9	1	13860	pseudogene	333	7950	8	188
321	del_mutL	9	1	13860	intergenic	718	7950	13	188
321	del_mutL	9	1	13860	indel	252	7950	60	188
321	del_mutL	9	1	13860	sv	26	7950	0	188
322	del_srlD	8	1	16169	synonymous	452	1871	0	5
322	del_srlD	8	1	16169	nonsynonymous	712	1871	0	5
322	del_srlD	8	1	16169	nonsense	15	1871	0	5
322	del_srlD	8	1	16169	noncoding	19	1871	0	5
322	del_srlD	8	1	16169	pseudogene	247	1871	0	5
322	del_srlD	8	1	16169	intergenic	329	1871	0	5
322	del_srlD	8	1	16169	indel	76	1871	0	5
322	del_srlD	8	1	16169	sv	21	1871	5	5
323	del_mutL_araBAD	8	1	13860	synonymous	1296	4816	175	737
323	del_mutL_araBAD	8	1	13860	nonsynonymous	2335	4816	363	737
323	del_mutL_araBAD	8	1	13860	nonsense	53	4816	8	737
323	del_mutL_araBAD	8	1	13860	noncoding	16	4816	1	737
323	del_mutL_araBAD	8	1	13860	pseudogene	213	4816	18	737
323	del_mutL_araBAD	8	1	13860	intergenic	654	4816	73	737
323	del_mutL_araBAD	8	1	13860	indel	227	4816	97	737
323	del_mutL_araBAD	8	1	13860	sv	22	4816	2	737
324	wt	9	1	4621	synonymous	150	793	2	31
324	wt	9	1	4621	nonsynonymous	247	793	12	31
324	wt	9	1	4621	nonsense	13	793	1	31
324	wt	9	1	4621	noncoding	13	793	0	31
324	wt	9	1	4621	pseudogene	85	793	0	31
324	wt	9	1	4621	intergenic	209	793	1	31
324	wt	9	1	4621	indel	35	793	4	31
324	wt	9	1	4621	sv	41	793	11	31
401	wt	9	1	165	synonymous	90	498	1	25
401	wt	9	1	165	nonsynonymous	219	498	13	25
401	wt	9	1	165	nonsense	7	498	0	25
401	wt	9	1	165	noncoding	10	498	0	25
401	wt	9	1	165	pseudogene	17	498	0	25
401	wt	9	1	165	intergenic	107	498	2	25
401	wt	9	1	165	indel	34	498	5	25
401	wt	9	1	165	sv	14	498	4	25
402	del_mutL_srlD	9	1	66	synonymous	498	2424	28	176
402	del_mutL_srlD	9	1	66	nonsynonymous	1109	2424	96	176
402	del_mutL_srlD	9	1	66	nonsense	47	2424	1	176
402	del_mutL_srlD	9	1	66	noncoding	18	2424	0	176
402	del_mutL_srlD	9	1	66	pseudogene	247	2424	4	176
402	del_mutL_srlD	9	1	66	intergenic	391	2424	16	176
402	del_mutL_srlD	9	1	66	indel	107	2424	28	176
402	del_mutL_srlD	9	1	66	sv	7	2424	3	176
403	del_araBAD	7	1	198	synonymous	120	703	0	19
403	del_araBAD	7	1	198	nonsynonymous	336	703	10	19
403	del_araBAD	7	1	198	nonsense	23	703	1	19
403	del_araBAD	7	1	198	noncoding	14	703	0	19
403	del_araBAD	7	1	198	pseudogene	34	703	0	19
403	del_araBAD	7	1	198	intergenic	128	703	2	19
403	del_araBAD	7	1	198	indel	40	703	5	19
403	del_araBAD	7	1	198	sv	8	703	1	19
404	del_mutL	9	1	99	synonymous	1200	4747	8	74
404	del_mutL	9	1	99	nonsynonymous	2641	4747	26	74
404	del_mutL	9	1	99	nonsense	98	4747	1	74
404	del_mutL	9	1	99	noncoding	22	4747	0	74
404	del_mutL	9	1	99	pseudogene	140	4747	2	74
404	del_mutL	9	1	99	intergenic	537	4747	5	74
404	del_mutL	9	1	99	indel	105	4747	32	74
404	del_mutL	9	1	99	sv	4	4747	0	74
405	del_srlD	8	1	165	synonymous	324	1416	8	41
405	del_srlD	8	1	165	nonsynonymous	547	1416	12	41
405	del_srlD	8	1	165	nonsense	29	1416	2	41
405	del_srlD	8	1	165	noncoding	13	1416	0	41
405	del_srlD	8	1	165	pseudogene	205	1416	0	41
405	del_srlD	8	1	165	intergenic	231	1416	7	41
405	del_srlD	8	1	165	indel	62	1416	11	41
405	del_srlD	8	1	165	sv	5	1416	1	41
406	del_mutL_araBAD	9	1	99	synonymous	501	2120	33	197
406	del_mutL_araBAD	9	1	99	nonsynonymous	1085	2120	95	197
406	del_mutL_araBAD	9	1	99	nonsense	44	2120	3	197
406	del_mutL_araBAD	9	1	99	noncoding	24	2120	1	197
406	del_mutL_araBAD	9	1	99	pseudogene	67	2120	3	197
406	del_mutL_araBAD	9	1	99	intergenic	282	2120	20	197
406	del_mutL_araBAD	9	1	99	indel	111	2120	40	197
406	del_mutL_araBAD	9	1	99	sv	6	2120	2	197
407	del_mutL_srlD	8	1	231	synonymous	433	2103	9	41
407	del_mutL_srlD	8	1	231	nonsynonymous	980	2103	15	41
407	del_mutL_srlD	8	1	231	nonsense	37	2103	1	41
407	del_mutL_srlD	8	1	231	noncoding	15	2103	0	41
407	del_mutL_srlD	8	1	231	pseudogene	220	2103	2	41
407	del_mutL_srlD	8	1	231	intergenic	342	2103	2	41
407	del_mutL_srlD	8	1	231	indel	66	2103	12	41
407	del_mutL_srlD	8	1	231	sv	10	2103	0	41
408	del_araBAD	9	1	165	synonymous	585	2319	0	8
408	del_araBAD	9	1	165	nonsynonymous	1200	2319	2	8
408	del_araBAD	9	1	165	nonsense	64	2319	1	8
408	del_araBAD	9	1	165	noncoding	14	2319	0	8
408	del_araBAD	9	1	165	pseudogene	97	2319	0	8
408	del_araBAD	9	1	165	intergenic	281	2319	0	8
408	del_araBAD	9	1	165	indel	63	2319	2	8
408	del_araBAD	9	1	165	sv	15	2319	3	8
409	del_mutL	8	1	231	synonymous	301	1583	5	54
409	del_mutL	8	1	231	nonsynonymous	799	1583	23	54
409	del_mutL	8	1	231	nonsense	45	1583	1	54
409	del_mutL	8	1	231	noncoding	24	1583	0	54
409	del_mutL	8	1	231	pseudogene	62	1583	0	54
409	del_mutL	8	1	231	intergenic	291	1583	5	54
409	del_mutL	8	1	231	indel	53	1583	20	54
409	del_mutL	8	1	231	sv	8	1583	0	54
410	del_srlD	8	0	0	synonymous	193	953	36	173
410	del_srlD	8	0	0	nonsynonymous	295	953	64	173
410	del_srlD	8	0	0	nonsense	11	953	0	173
410	del_srlD	8	0	0	noncoding	10	953	1	173
410	del_srlD	8	0	0	pseudogene	199	953	40	173
410	del_srlD	8	0	0	intergenic	186	953	8	173
410	del_srlD	8	0	0	indel	41	953	12	173
410	del_srlD	8	0	0	sv	18	953	12	173
411	del_mutL_araBAD	9	1	132	synonymous	498	2339	35	152
411	del_mutL_araBAD	9	1	132	nonsynonymous	1198	2339	74	152
411	del_mutL_araBAD	9	1	132	nonsense	61	2339	3	152
411	del_mutL_araBAD	9	1	132	noncoding	24	2339	0	152
411	del_mutL_araBAD	9	1	132	pseudogene	75	2339	4	152
411	del_mutL_araBAD	9	1	132	intergenic	378	2339	13	152
411	del_mutL_araBAD	9	1	132	indel	100	2339	22	152
411	del_mutL_araBAD	9	1	132	sv	5	2339	1	152
412	wt	9	0	0	synonymous	108	608	7	40
412	wt	9	0	0	nonsynonymous	233	608	20	40
412	wt	9	0	0	nonsense	8	608	1	40
412	wt	9	0	0	noncoding	21	608	0	40
412	wt	9	0	0	pseudogene	20	608	0	40
412	wt	9	0	0	intergenic	118	608	3	40
412	wt	9	0	0	indel	72	608	2	40
412	wt	9	0	0	sv	28	608	7	40
413	wt	8	0	0	synonymous	297	1370	108	446
413	wt	8	0	0	nonsynonymous	668	1370	216	446
413	wt	8	0	0	nonsense	31	1370	6	446
413	wt	8	0	0	noncoding	11	1370	1	446
413	wt	8	0	0	pseudogene	61	1370	20	446
413	wt	8	0	0	intergenic	215	1370	52	446
413	wt	8	0	0	indel	78	1370	37	446
413	wt	8	0	0	sv	9	1370	6	446
414	del_mutL_srlD	9	1	198	synonymous	1017	3967	4	37
414	del_mutL_srlD	9	1	198	nonsynonymous	1950	3967	15	37
414	del_mutL_srlD	9	1	198	nonsense	113	3967	1	37
414	del_mutL_srlD	9	1	198	noncoding	18	3967	1	37
414	del_mutL_srlD	9	1	198	pseudogene	262	3967	1	37
414	del_mutL_srlD	9	1	198	intergenic	523	3967	5	37
414	del_mutL_srlD	9	1	198	indel	76	3967	8	37
414	del_mutL_srlD	9	1	198	sv	8	3967	2	37
415	del_araBAD	9	1	66	synonymous	343	1739	22	125
415	del_araBAD	9	1	66	nonsynonymous	845	1739	53	125
415	del_araBAD	9	1	66	nonsense	30	1739	1	125
415	del_araBAD	9	1	66	noncoding	31	1739	0	125
415	del_araBAD	9	1	66	pseudogene	65	1739	2	125
415	del_araBAD	9	1	66	intergenic	316	1739	10	125
415	del_araBAD	9	1	66	indel	104	1739	36	125
415	del_araBAD	9	1	66	sv	5	1739	1	125
416	del_mutL	9	0	0	synonymous	346	1600	46	209
416	del_mutL	9	0	0	nonsynonymous	797	1600	96	209
416	del_mutL	9	0	0	nonsense	29	1600	4	209
416	del_mutL	9	0	0	noncoding	24	1600	0	209
416	del_mutL	9	0	0	pseudogene	60	1600	2	209
416	del_mutL	9	0	0	intergenic	255	1600	17	209
416	del_mutL	9	0	0	indel	86	1600	44	209
416	del_mutL	9	0	0	sv	3	1600	0	209
417	del_srlD	9	1	165	synonymous	193	1114	1	35
417	del_srlD	9	1	165	nonsynonymous	443	1114	10	35
417	del_srlD	9	1	165	nonsense	21	1114	0	35
417	del_srlD	9	1	165	noncoding	15	1114	0	35
417	del_srlD	9	1	165	pseudogene	182	1114	0	35
417	del_srlD	9	1	165	intergenic	197	1114	3	35
417	del_srlD	9	1	165	indel	44	1114	12	35
417	del_srlD	9	1	165	sv	19	1114	9	35
418	del_mutL_araBAD	9	1	165	synonymous	467	2353	2	41
418	del_mutL_araBAD	9	1	165	nonsynonymous	1249	2353	15	41
418	del_mutL_araBAD	9	1	165	nonsense	50	2353	0	41
418	del_mutL_araBAD	9	1	165	noncoding	17	2353	0	41
418	del_mutL_araBAD	9	1	165	pseudogene	79	2353	1	41
418	del_mutL_araBAD	9	1	165	intergenic	394	2353	3	41
418	del_mutL_araBAD	9	1	165	indel	92	2353	19	41
418	del_mutL_araBAD	9	1	165	sv	5	2353	1	41
419	del_mutL_srlD	8	1	132	synonymous	922	2743	42	261
419	del_mutL_srlD	8	1	132	nonsynonymous	1028	2743	154	261
419	del_mutL_srlD	8	1	132	nonsense	42	2743	5	261
419	del_mutL_srlD	8	1	132	noncoding	21	2743	1	261
419	del_mutL_srlD	8	1	132	pseudogene	224	2743	8	261
419	del_mutL_srlD	8	1	132	intergenic	382	2743	39	261
419	del_mutL_srlD	8	1	132	indel	116	2743	8	261
419	del_mutL_srlD	8	1	132	sv	8	2743	4	261
420	del_araBAD	9	1	165	synonymous	275	1299	0	51
420	del_araBAD	9	1	165	nonsynonymous	564	1299	16	51
420	del_araBAD	9	1	165	nonsense	39	1299	0	51
420	del_araBAD	9	1	165	noncoding	17	1299	0	51
420	del_araBAD	9	1	165	pseudogene	49	1299	0	51
420	del_araBAD	9	1	165	intergenic	244	1299	6	51
420	del_araBAD	9	1	165	indel	103	1299	25	51
420	del_araBAD	9	1	165	sv	8	1299	4	51
421	del_mutL	8	1	66	synonymous	338	1553	40	218
421	del_mutL	8	1	66	nonsynonymous	730	1553	106	218
421	del_mutL	8	1	66	nonsense	42	1553	6	218
421	del_mutL	8	1	66	noncoding	19	1553	0	218
421	del_mutL	8	1	66	pseudogene	75	1553	2	218
421	del_mutL	8	1	66	intergenic	268	1553	26	218
421	del_mutL	8	1	66	indel	76	1553	36	218
421	del_mutL	8	1	66	sv	5	1553	2	218
422	del_srlD	9	-1	0	synonymous	173	886	0	0
422	del_srlD	9	-1	0	nonsynonymous	253	886	0	0
422	del_srlD	9	-1	0	nonsense	19	886	0	0
422	del_srlD	9	-1	0	noncoding	11	886	0	0
422	del_srlD	9	-1	0	pseudogene	186	886	0	0
422	del_srlD	9	-1	0	intergenic	188	886	0	0
422	del_srlD	9	-1	0	indel	32	886	0	0
422	del_srlD	9	-1	0	sv	24	886	0	0
423	del_mutL_araBAD	9	1	165	synonymous	665	2881	51	225
423	del_mutL_araBAD	9	1	165	nonsynonymous	1491	2881	106	225
423	del_mutL_araBAD	9	1	165	nonsense	53	2881	3	225
423	del_mutL_araBAD	9	1	165	noncoding	47	2881	1	225
423	del_mutL_araBAD	9	1	165	pseudogene	150	2881	4	225
423	del_mutL_araBAD	9	1	165	intergenic	400	2881	26	225
423	del_mutL_araBAD	9	1	165	indel	74	2881	34	225
423	del_mutL_araBAD	9	1	165	sv	1	2881	0	225
424	wt	9	1	132	synonymous	269	1452	25	113
424	wt	9	1	132	nonsynonymous	676	1452	40	113
424	wt	9	1	132	nonsense	24	1452	3	113
424	wt	9	1	132	noncoding	32	1452	0	113
424	wt	9	1	132	pseudogene	50	1452	3	113
424	wt	9	1	132	intergenic	337	1452	14	113
424	wt	9	1	132	indel	59	1452	24	113
424	wt	9	1	132	sv	5	1452	4	113
501	wt	7	-1	0	synonymous	157	865	0	0
501	wt	7	-1	0	nonsynonymous	334	865	0	0
501	wt	7	-1	0	nonsense	31	865	0	0
501	wt	7	-1	0	noncoding	14	865	0	0
501	wt	7	-1	0	pseudogene	20	865	0	0
501	wt	7	-1	0	intergenic	166	865	0	0
501	wt	7	-1	0	indel	128	865	0	0
501	wt	7	-1	0	sv	15	865	0	0
502	del_mutL_srlD	7	1	125	synonymous	200	1052	10	68
502	del_mutL_srlD	7	1	125	nonsynonymous	354	1052	37	68
502	del_mutL_srlD	7	1	125	nonsense	24	1052	0	68
502	del_mutL_srlD	7	1	125	noncoding	20	1052	0	68
502	del_mutL_srlD	7	1	125	pseudogene	199	1052	1	68
502	del_mutL_srlD	7	1	125	intergenic	215	1052	8	68
502	del_mutL_srlD	7	1	125	indel	37	1052	11	68
502	del_mutL_srlD	7	1	125	sv	3	1052	1	68
503	del_araBAD	8	0	0	synonymous	129	776	8	36
503	del_araBAD	8	0	0	nonsynonymous	253	776	15	36
503	del_araBAD	8	0	0	nonsense	12	776	0	36
503	del_araBAD	8	0	0	noncoding	25	776	0	36
503	del_araBAD	8	0	0	pseudogene	121	776	0	36
503	del_araBAD	8	0	0	intergenic	184	776	4	36
503	del_araBAD	8	0	0	indel	35	776	6	36
503	del_araBAD	8	0	0	sv	17	776	3	36
504	del_mutL	8	0	0	synonymous	151	839	10	88
504	del_mutL	8	0	0	nonsynonymous	324	839	43	88
504	del_mutL	8	0	0	nonsense	21	839	5	88
504	del_mutL	8	0	0	noncoding	28	839	0	88
504	del_mutL	8	0	0	pseudogene	36	839	4	88
504	del_mutL	8	0	0	intergenic	236	839	12	88
504	del_mutL	8	0	0	indel	32	839	9	88
504	del_mutL	8	0	0	sv	11	839	5	88
505	del_srlD	8	-1	0	synonymous	186	1058	0	0
505	del_srlD	8	-1	0	nonsynonymous	297	1058	0	0
505	del_srlD	8	-1	0	nonsense	22	1058	0	0
505	del_srlD	8	-1	0	noncoding	31	1058	0	0
505	del_srlD	8	-1	0	pseudogene	211	1058	0	0
505	del_srlD	8	-1	0	intergenic	263	1058	0	0
505	del_srlD	8	-1	0	indel	37	1058	0	0
505	del_srlD	8	-1	0	sv	11	1058	0	0
506	del_mutL_araBAD	8	1	25	synonymous	228	1202	17	91
506	del_mutL_araBAD	8	1	25	nonsynonymous	618	1202	42	91
506	del_mutL_araBAD	8	1	25	nonsense	26	1202	0	91
506	del_mutL_araBAD	8	1	25	noncoding	23	1202	1	91
506	del_mutL_araBAD	8	1	25	pseudogene	37	1202	4	91
506	del_mutL_araBAD	8	1	25	intergenic	227	1202	8	91
506	del_mutL_araBAD	8	1	25	indel	39	1202	18	91
506	del_mutL_araBAD	8	1	25	sv	4	1202	1	91
507	del_mutL_srlD	5	0	0	synonymous	367	1638	14	61
507	del_mutL_srlD	5	0	0	nonsynonymous	679	1638	28	61
507	del_mutL_srlD	5	0	0	nonsense	40	1638	4	61
507	del_mutL_srlD	5	0	0	noncoding	5	1638	0	61
507	del_mutL_srlD	5	0	0	pseudogene	230	1638	1	61
507	del_mutL_srlD	5	0	0	intergenic	254	1638	7	61
507	del_mutL_srlD	5	0	0	indel	46	1638	6	61
507	del_mutL_srlD	5	0	0	sv	17	1638	1	61
508	del_araBAD	7	-1	0	synonymous	261	838	0	0
508	del_araBAD	7	-1	0	nonsynonymous	242	838	0	0
508	del_araBAD	7	-1	0	nonsense	9	838	0	0
508	del_araBAD	7	-1	0	noncoding	87	838	0	0
508	del_araBAD	7	-1	0	pseudogene	28	838	0	0
508	del_araBAD	7	-1	0	intergenic	135	838	0	0
508	del_araBAD	7	-1	0	indel	45	838	0	0
508	del_araBAD	7	-1	0	sv	31	838	0	0
509	del_mutL	8	-1	0	synonymous	243	1360	0	0
509	del_mutL	8	-1	0	nonsynonymous	684	1360	0	0
509	del_mutL	8	-1	0	nonsense	34	1360	0	0
509	del_mutL	8	-1	0	noncoding	18	1360	0	0
509	del_mutL	8	-1	0	pseudogene	47	1360	0	0
509	del_mutL	8	-1	0	intergenic	247	1360	0	0
509	del_mutL	8	-1	0	indel	79	1360	0	0
509	del_mutL	8	-1	0	sv	8	1360	0	0
510	del_srlD	8	0	0	synonymous	164	961	0	26
510	del_srlD	8	0	0	nonsynonymous	233	961	13	26
510	del_srlD	8	0	0	nonsense	16	961	1	26
510	del_srlD	8	0	0	noncoding	12	961	0	26
510	del_srlD	8	0	0	pseudogene	213	961	0	26
510	del_srlD	8	0	0	intergenic	208	961	2	26
510	del_srlD	8	0	0	indel	105	961	6	26
510	del_srlD	8	0	0	sv	10	961	4	26
511	del_mutL_araBAD	6	0	0	synonymous	141	812	19	106
511	del_mutL_araBAD	6	0	0	nonsynonymous	352	812	50	106
511	del_mutL_araBAD	6	0	0	nonsense	24	812	4	106
511	del_mutL_araBAD	6	0	0	noncoding	25	812	2	106
511	del_mutL_araBAD	6	0	0	pseudogene	32	812	2	106
511	del_mutL_araBAD	6	0	0	intergenic	160	812	14	106
511	del_mutL_araBAD	6	0	0	indel	72	812	12	106
511	del_mutL_araBAD	6	0	0	sv	6	812	3	106
512	wt	7	0	0	synonymous	67	460	9	39
512	wt	7	0	0	nonsynonymous	153	460	17	39
512	wt	7	0	0	nonsense	14	460	2	39
512	wt	7	0	0	noncoding	19	460	0	39
512	wt	7	0	0	pseudogene	20	460	1	39
512	wt	7	0	0	intergenic	131	460	3	39
512	wt	7	0	0	indel	50	460	5	39
512	wt	7	0	0	sv	6	460	2	39
513	wt	7	0	0	synonymous	114	778	1	35
513	wt	7	0	0	nonsynonymous	307	778	17	35
513	wt	7	0	0	nonsense	19	778	2	35
513	wt	7	0	0	noncoding	28	778	2	35
513	wt	7	0	0	pseudogene	28	778	0	35
513	wt	7	0	0	intergenic	177	778	3	35
513	wt	7	0	0	indel	90	778	4	35
513	wt	7	0	0	sv	15	778	6	35
514	del_mutL_srlD	8	0	0	synonymous	342	1840	32	172
514	del_mutL_srlD	8	0	0	nonsynonymous	811	1840	97	172
514	del_mutL_srlD	8	0	0	nonsense	39	1840	5	172
514	del_mutL_srlD	8	0	0	noncoding	20	1840	0	172
514	del_mutL_srlD	8	0	0	pseudogene	196	1840	2	172
514	del_mutL_srlD	8	0	0	intergenic	326	1840	20	172
514	del_mutL_srlD	8	0	0	indel	99	1840	15	172
514	del_mutL_srlD	8	0	0	sv	7	1840	1	172
515	del_araBAD	8	0	0	synonymous	132	756	8	36
515	del_araBAD	8	0	0	nonsynonymous	244	756	13	36
515	del_araBAD	8	0	0	nonsense	20	756	2	36
515	del_araBAD	8	0	0	noncoding	17	756	0	36
515	del_araBAD	8	0	0	pseudogene	29	756	1	36
515	del_araBAD	8	0	0	intergenic	127	756	3	36
515	del_araBAD	8	0	0	indel	173	756	6	36
515	del_araBAD	8	0	0	sv	14	756	3	36
516	del_mutL	8	0	0	synonymous	579	2461	75	367
516	del_mutL	8	0	0	nonsynonymous	1254	2461	216	367
516	del_mutL	8	0	0	nonsense	81	2461	12	367
516	del_mutL	8	0	0	noncoding	30	2461	0	367
516	del_mutL	8	0	0	pseudogene	79	2461	5	367
516	del_mutL	8	0	0	intergenic	344	2461	29	367
516	del_mutL	8	0	0	indel	89	2461	29	367
516	del_mutL	8	0	0	sv	5	2461	1	367
517	del_srlD	8	-1	0	synonymous	292	1406	15	48
517	del_srlD	8	-1	0	nonsynonymous	506	1406	13	48
517	del_srlD	8	-1	0	nonsense	28	1406	4	48
517	del_srlD	8	-1	0	noncoding	13	1406	0	48
517	del_srlD	8	-1	0	pseudogene	209	1406	2	48
517	del_srlD	8	-1	0	intergenic	232	1406	2	48
517	del_srlD	8	-1	0	indel	114	1406	9	48
517	del_srlD	8	-1	0	sv	12	1406	3	48
518	del_mutL_araBAD	8	-1	0	synonymous	442	1974	22	85
518	del_mutL_araBAD	8	-1	0	nonsynonymous	952	1974	47	85
518	del_mutL_araBAD	8	-1	0	nonsense	61	1974	1	85
518	del_mutL_araBAD	8	-1	0	noncoding	20	1974	0	85
518	del_mutL_araBAD	8	-1	0	pseudogene	66	1974	1	85
518	del_mutL_araBAD	8	-1	0	intergenic	328	1974	6	85
518	del_mutL_araBAD	8	-1	0	indel	101	1974	7	85
518	del_mutL_araBAD	8	-1	0	sv	4	1974	1	85
519	del_mutL_srlD	8	0	0	synonymous	316	1703	32	113
519	del_mutL_srlD	8	0	0	nonsynonymous	630	1703	48	113
519	del_mutL_srlD	8	0	0	nonsense	45	1703	1	113
519	del_mutL_srlD	8	0	0	noncoding	17	1703	0	113
519	del_mutL_srlD	8	0	0	pseudogene	230	1703	1	113
519	del_mutL_srlD	8	0	0	intergenic	299	1703	8	113
519	del_mutL_srlD	8	0	0	indel	159	1703	20	113
519	del_mutL_srlD	8	0	0	sv	7	1703	3	113
520	del_araBAD	8	0	0	synonymous	82	683	4	30
520	del_araBAD	8	0	0	nonsynonymous	234	683	17	30
520	del_araBAD	8	0	0	nonsense	19	683	1	30
520	del_araBAD	8	0	0	noncoding	22	683	1	30
520	del_araBAD	8	0	0	pseudogene	34	683	0	30
520	del_araBAD	8	0	0	intergenic	212	683	3	30
520	del_araBAD	8	0	0	indel	67	683	1	30
520	del_araBAD	8	0	0	sv	13	683	3	30
521	del_mutL	7	1	100	synonymous	132	895	6	38
521	del_mutL	7	1	100	nonsynonymous	454	895	18	38
521	del_mutL	7	1	100	nonsense	24	895	0	38
521	del_mutL	7	1	100	noncoding	11	895	0	38
