pop	pop_type	num_TP	out	TP	SE	SF	SP	NE	NF	NP	IE	IF	IP	S1	S2	S3	S4	S5	S6	S7	S8	N1	N2	N3	N4	N5	N6	N7	N8	I1	I2	I3	I4	I5	I6	I7	I8
309	del_mutL	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
309	del_mutL	9	1	2079	0	0	161	0	0	293	0	0	99	0	0	0	0	161	0	0	0	0	0	0	0	293	0	0	0	0	0	0	0	96	0	0	0
309	del_mutL	9	1	4620	158	0	62	291	0	168	85	1	44	158	0	0	0	62	0	0	0	291	0	0	0	169	0	0	0	86	1	0	0	40	0	0	0
309	del_mutL	9	1	6929	184	2	114	355	6	255	106	2	40	184	2	0	0	112	0	0	0	364	5	0	0	243	0	0	0	111	1	0	0	33	0	0	0
309	del_mutL	9	1	9240	228	9	95	419	23	228	115	2	42	230	9	0	0	91	0	0	0	428	19	0	0	219	0	0	0	122	1	0	0	33	0	0	0
309	del_mutL	9	1	11549	236	10	281	433	40	484	118	3	118	238	10	0	0	277	0	0	0	442	30	0	0	481	0	0	0	125	2	0	0	108	0	0	0
309	del_mutL	9	1	13859	439	12	216	734	42	414	207	3	103	441	12	0	0	192	0	0	0	746	32	0	0	397	0	0	0	211	2	0	0	79	0	0	0
309	del_mutL	9	1	16169	546	17	327	967	57	559	260	5	125	553	16	0	0	84	0	0	0	968	44	0	0	182	0	0	0	264	2	0	0	36	0	0	0
309	del_mutL	9	1	18480	691	100	387	1222	223	780	308	36	264	553	100	0	0	0	211	175	0	969	223	0	0	4	348	427	0	264	36	0	0	1	56	200	0
309	del_mutL	9	1	20789	853	120	334	1647	243	544	507	40	110	714	100	25	25	0	443	0	0	1395	223	33	34	2	747	0	0	461	36	4	9	1	146	0	0
310	del_srlD	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
310	del_srlD	7	0	2079	0	0	19	0	0	7	0	0	1	0	0	0	0	7	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
310	del_srlD	7	0	9240	0	0	22	2	1	8	0	0	5	0	0	0	0	10	0	0	0	2	1	0	0	5	0	0	0	0	0	0	0	4	0	0	0
310	del_srlD	7	0	11549	1	2	23	3	4	26	1	3	1	8	2	0	0	4	0	0	0	4	4	0	0	21	0	0	0	1	3	0	0	0	0	0	0
310	del_srlD	7	0	13859	5	2	78	24	4	51	1	3	44	5	2	0	0	0	0	68	0	24	4	0	0	1	0	44	0	1	3	0	0	1	0	43	0
310	del_srlD	7	0	16169	27	2	72	49	4	54	23	3	45	25	2	0	13	0	23	48	0	49	4	0	9	1	13	32	0	22	3	0	6	3	8	31	0
310	del_srlD	7	0	18480	38	2	79	73	4	60	44	3	94	36	2	1	16	0	25	42	0	73	4	1	11	1	24	23	0	42	3	0	7	1	14	76	0
310	del_srlD	7	0	20789	76	2	51	106	5	44	101	4	56	75	2	1	22	0	29	0	0	106	4	5	11	4	25	0	0	100	3	3	33	2	20	0	0
311	del_mutL_araBAD	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
311	del_mutL_araBAD	8	1	2079	0	0	124	0	0	241	0	0	67	0	0	0	0	45	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	12	0	0	0
311	del_mutL_araBAD	8	1	4620	39	0	315	91	6	558	38	2	139	1	0	0	0	51	127	123	0	4	2	0	0	76	210	246	0	0	1	0	0	12	61	61	0
311	del_mutL_araBAD	8	1	9240	157	0	416	312	7	748	109	2	164	121	0	11	64	48	224	112	0	224	2	26	113	74	418	210	0	70	1	3	22	12	96	64	0
311	del_mutL_araBAD	8	1	11549	185	1	600	375	9	1055	122	2	232	188	0	37	122	43	300	106	0	387	2	69	218	62	533	178	0	115	1	7	42	9	110	67	0
311	del_mutL_araBAD	8	1	13859	301	1	705	610	11	1179	168	2	222	296	0	57	166	43	354	117	0	605	3	106	296	61	578	170	0	159	1	12	53	9	116	69	0
311	del_mutL_araBAD	8	1	16169	405	7	818	764	19	1448	191	4	338	403	1	118	243	50	352	78	0	760	3	183	400	82	699	111	3	187	1	42	91	14	155	45	0
311	del_mutL_araBAD	8	1	18480	451	7	1058	907	19	1770	235	4	501	450	2	189	304	49	493	35	0	905	4	324	481	82	838	62	2	231	1	63	108	13	283	42	0
311	del_mutL_araBAD	8	1	20789	568	7	1097	1115	21	1845	386	6	409	568	2	208	336	49	509	0	0	1115	8	363	541	77	877	0	0	387	2	73	142	13	184	0	0
312	wt	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
312	wt	8	1	2079	0	0	34	0	0	10	0	0	23	0	0	0	0	34	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	22	0	0	0
312	wt	8	1	4620	33	0	2	9	1	6	12	1	14	34	0	0	0	1	0	0	0	9	1	0	0	6	0	0	0	17	1	0	0	7	0	0	0
312	wt	8	1	6929	33	0	38	12	4	17	13	2	23	34	0	0	0	37	0	0	0	12	4	0	0	17	0	0	0	19	2	0	0	11	0	0	0
312	wt	8	1	9240	68	1	2	29	4	2	23	2	13	68	1	0	0	2	0	0	0	29	4	0	0	2	0	0	0	30	2	0	0	0	0	0	0
312	wt	8	1	11549	68	3	6	31	4	6	23	2	20	68	3	0	0	1	0	0	0	31	4	0	0	2	0	0	0	29	2	0	0	0	0	0	0
312	wt	8	1	16169	74	3	26	36	4	50	31	2	50	69	3	0	0	2	0	21	0	32	5	0	0	0	0	48	0	26	2	0	0	0	0	41	0
312	wt	8	1	18480	90	3	30	75	4	42	61	2	77	90	3	0	0	2	17	11	0	75	5	0	5	0	8	27	0	62	2	0	0	0	20	54	0
312	wt	8	1	20789	101	5	21	108	6	21	112	3	35	101	3	0	0	2	21	0	0	103	5	1	5	0	21	0	0	115	2	1	1	0	31	0	0
313	wt	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
313	wt	9	1	2079	0	0	20	0	0	8	0	0	21	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0
313	wt	9	1	4620	20	0	2	6	2	2	11	1	17	2	0	0	0	0	0	2	0	1	1	0	0	1	2	0	0	3	1	0	0	0	4	9	0
313	wt	9	1	6929	21	0	2	6	2	3	19	1	20	3	0	0	1	0	2	0	0	1	2	1	0	0	1	1	0	8	1	1	0	0	4	14	0
313	wt	9	1	9240	21	0	4	6	2	14	36	1	5	3	0	0	1	0	4	18	0	1	2	1	0	0	12	8	0	22	1	1	1	0	3	11	0
313	wt	9	1	11549	22	0	14	15	2	31	38	1	7	22	0	2	1	0	1	10	0	15	2	3	2	0	2	24	0	33	1	1	1	0	2	5	0
313	wt	9	1	13859	32	0	31	37	2	64	41	1	26	32	0	2	1	0	7	21	0	37	2	3	4	0	6	53	0	37	1	1	1	1	4	21	0
313	wt	9	1	16169	52	0	20	87	2	27	57	1	26	52	0	2	1	0	7	10	0	87	2	3	4	0	8	14	0	54	1	1	1	0	10	16	0
313	wt	9	1	18480	60	0	39	97	2	67	73	1	57	60	0	2	3	0	21	13	0	97	2	5	7	0	14	42	0	73	1	1	2	0	13	41	0
313	wt	9	1	20789	75	0	35	136	2	56	114	1	29	75	0	5	3	0	27	0	0	136	2	9	11	1	35	0	0	114	1	3	2	0	24	0	0
314	del_mutL_srlD	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
314	del_mutL_srlD	8	1	2079	0	0	143	0	0	242	0	0	40	0	0	0	0	143	0	0	0	0	0	0	0	245	0	0	0	0	0	0	0	43	0	0	0
314	del_mutL_srlD	8	1	4620	44	79	84	86	143	128	11	26	57	44	80	0	0	84	0	0	0	86	153	0	0	118	0	0	0	11	31	0	0	50	0	0	0
314	del_mutL_srlD	8	1	6929	78	81	79	129	145	115	41	28	41	78	84	0	0	77	0	0	0	130	160	0	0	98	0	0	0	41	33	0	0	33	0	0	0
314	del_mutL_srlD	8	1	9240	108	84	95	171	154	156	58	30	55	120	87	0	0	55	0	0	0	174	169	0	0	90	0	0	0	62	35	0	0	23	0	0	0
314	del_mutL_srlD	8	1	11549	143	99	92	255	175	138	80	36	53	148	102	0	0	2	30	37	0	238	192	0	0	2	68	56	0	77	41	0	0	4	17	14	0
314	del_mutL_srlD	8	1	13859	155	105	161	277	191	251	90	39	58	149	104	12	17	2	89	45	0	265	194	25	20	1	162	55	0	84	42	3	6	1	42	12	0
314	del_mutL_srlD	8	1	18480	186	106	434	350	197	661	100	45	200	185	105	29	55	2	262	88	0	347	195	52	67	4	394	146	0	99	43	9	18	4	124	58	0
314	del_mutL_srlD	8	1	20789	248	108	521	443	197	790	152	45	249	248	106	47	91	1	384	0	0	440	197	76	139	0	578	0	0	150	44	16	29	1	206	0	0
315	del_araBAD	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
315	del_araBAD	9	1	2079	0	0	22	0	0	65	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	4	0	0	0
315	del_araBAD	9	1	4620	22	0	6	65	0	12	16	0	16	0	0	0	0	0	0	6	0	7	0	0	0	0	4	8	0	4	0	0	0	1	4	12	0
315	del_araBAD	9	1	6929	28	0	3	69	0	11	24	0	19	6	0	0	0	0	0	3	0	11	0	3	4	0	1	3	0	11	1	0	0	0	5	18	0
315	del_araBAD	9	1	9240	31	0	3	71	0	18	35	0	11	9	0	0	0	0	0	3	0	13	0	3	5	0	1	9	0	21	1	0	0	0	5	11	0
315	del_araBAD	9	1	11549	33	0	9	78	0	33	37	0	21	11	0	0	0	0	0	9	0	20	0	3	6	0	3	23	0	23	1	2	0	0	4	20	0
315	del_araBAD	9	1	13859	42	0	24	96	0	51	46	0	35	20	0	0	0	0	3	21	0	37	0	3	9	0	13	34	0	32	1	2	1	0	10	32	0
315	del_araBAD	9	1	16169	65	0	22	129	0	79	68	1	30	43	0	1	0	0	21	24	0	74	0	6	10	0	64	59	0	58	1	3	3	0	21	18	0
315	del_araBAD	9	1	18480	85	0	37	189	0	84	81	1	113	85	0	2	2	0	18	15	0	187	0	8	13	0	13	52	0	79	1	4	3	0	16	92	0
315	del_araBAD	9	1	20789	102	3	27	253	13	24	174	6	35	100	0	3	2	0	27	0	0	239	0	13	13	0	25	0	0	167	1	5	7	0	35	0	0
316	del_mutL	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
316	del_mutL	9	1	2079	0	0	158	0	0	321	0	0	66	0	0	0	0	57	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	18	0	0	0
316	del_mutL	9	1	4620	90	1	300	189	4	521	32	3	118	24	1	0	0	33	103	165	0	39	3	0	0	73	185	266	0	5	2	0	0	11	44	63	0
316	del_mutL	9	1	6929	135	1	326	257	4	513	52	3	115	69	1	50	73	33	64	107	0	107	3	103	129	73	96	118	0	26	2	20	20	11	31	34	0
316	del_mutL	9	1	9240	216	1	417	348	4	723	78	3	135	150	1	75	85	33	83	142	0	198	3	134	155	73	136	230	0	50	2	27	24	12	31	44	0
316	del_mutL	9	1	11549	315	1	428	516	4	749	108	3	148	249	1	98	117	33	106	82	0	366	3	172	214	73	174	145	1	82	2	29	32	9	44	36	0
316	del_mutL	9	1	13859	348	1	555	572	4	981	123	4	167	282	1	114	161	33	163	88	0	423	3	209	314	73	242	152	1	96	2	36	48	9	49	30	0
316	del_mutL	9	1	16169	387	1	516	641	4	912	135	4	154	321	1	137	227	33	174	67	0	493	3	236	432	73	309	121	1	109	2	39	72	10	59	32	0
316	del_mutL	9	1	18480	387	34	924	641	78	1576	135	10	342	387	34	144	272	0	263	245	0	641	77	249	523	1	364	440	0	133	10	42	98	5	77	122	0
316	del_mutL	9	1	20789	562	37	884	963	78	1539	224	11	332	562	34	158	355	1	373	0	0	963	77	261	660	2	617	0	0	223	10	46	138	1	149	0	0
317	del_srlD	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
317	del_srlD	8	0	2079	0	0	7	0	0	2	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0
317	del_srlD	8	0	6929	0	0	70	0	0	83	0	0	19	4	0	0	0	63	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	18	0	0	0
317	del_srlD	8	0	9240	61	2	24	80	2	11	15	3	8	61	2	0	0	1	0	0	0	80	2	0	0	1	0	0	0	15	3	0	0	2	0	0	0
317	del_srlD	8	0	11549	64	2	34	85	2	18	16	3	13	61	2	0	0	1	33	0	0	81	2	0	0	1	17	0	0	16	3	0	0	1	8	0	0
317	del_srlD	8	0	13859	65	2	87	92	2	60	22	3	51	62	2	1	0	1	94	6	0	89	2	2	0	1	52	14	0	22	3	1	0	0	50	17	0
317	del_srlD	8	0	16169	76	4	102	116	7	73	41	5	58	67	3	1	6	0	117	3	0	98	3	4	14	0	83	4	0	24	3	2	17	0	61	0	0
317	del_srlD	8	0	18480	102	4	122	154	7	211	50	5	201	93	3	1	9	0	131	0	0	136	3	4	18	0	217	0	0	30	3	2	17	0	207	0	0
317	del_srlD	8	0	20789	136	4	127	292	7	151	154	5	150	127	3	1	9	0	127	0	0	274	3	4	18	0	151	0	0	134	3	2	17	0	153	0	0
318	del_mutL_araBAD	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
318	del_mutL_araBAD	9	1	2079	0	0	114	0	0	250	0	0	51	0	0	0	0	29	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	10	0	0	0
318	del_mutL_araBAD	9	1	4620	45	19	150	93	38	273	28	6	46	8	19	0	0	2	68	77	0	17	40	0	0	5	112	136	0	3	7	0	0	0	12	30	0
318	del_mutL_araBAD	9	1	6929	74	19	219	142	38	400	45	6	66	39	19	37	31	0	47	109	0	66	40	51	66	1	95	187	0	22	7	2	10	0	15	41	0
318	del_mutL_araBAD	9	1	9240	112	19	201	212	39	362	63	6	57	75	19	51	71	0	56	113	0	131	41	88	135	0	99	200	0	40	7	5	23	0	22	42	0
318	del_mutL_araBAD	9	1	11549	115	19	403	218	41	674	67	7	130	115	19	84	116	0	76	137	0	218	41	148	203	0	120	212	1	69	7	13	30	0	43	51	0
318	del_mutL_araBAD	9	1	13859	206	19	481	354	41	784	109	7	162	206	19	107	127	1	100	153	0	354	42	190	226	2	143	236	0	111	7	22	31	0	56	63	0
318	del_mutL_araBAD	9	1	16169	247	19	511	430	45	824	142	7	167	247	20	124	206	1	97	87	0	430	44	221	337	0	132	150	0	144	7	30	56	0	49	37	0
318	del_mutL_araBAD	9	1	18480	283	20	705	489	45	1195	155	7	278	283	21	125	255	0	175	151	0	489	44	225	419	1	300	253	0	155	7	31	73	0	104	72	0
318	del_mutL_araBAD	9	1	20789	384	21	767	682	46	1348	218	7	333	384	21	125	320	0	322	0	0	683	44	227	507	1	614	0	0	218	7	32	92	0	209	0	0
319	del_mutL_srlD	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
319	del_mutL_srlD	8	1	4620	0	0	206	0	0	357	0	0	68	0	0	0	0	120	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	31	0	0	0
319	del_mutL_srlD	8	1	6929	10	65	218	20	127	375	10	16	74	26	65	0	0	29	115	50	0	35	126	0	0	34	220	88	0	9	16	0	0	7	35	23	0
319	del_mutL_srlD	8	1	9240	55	65	205	104	128	364	33	16	66	45	65	0	0	29	147	16	0	85	128	1	1	31	294	25	0	25	16	0	0	7	49	9	0
319	del_mutL_srlD	8	1	11549	61	70	472	116	138	730	37	19	143	61	70	0	1	26	448	5	0	116	138	2	2	21	707	6	0	37	19	0	0	4	138	1	0
319	del_mutL_srlD	8	1	13859	155	70	518	267	138	779	68	20	175	179	70	0	1	2	436	59	0	288	138	2	2	0	688	71	0	71	20	0	0	1	138	39	0
319	del_mutL_srlD	8	1	16169	203	70	618	341	138	969	93	20	241	201	70	179	2	3	364	64	0	340	138	288	4	3	605	78	0	93	20	56	2	1	147	37	0
319	del_mutL_srlD	8	1	18480	301	70	736	517	141	1195	132	21	368	299	70	206	5	3	351	173	0	516	138	365	9	3	537	285	0	132	20	75	5	2	121	165	0
319	del_mutL_srlD	8	1	20789	444	73	717	764	142	1159	284	24	278	444	71	284	40	0	395	0	0	764	141	505	52	0	603	0	0	284	21	92	21	2	166	0	0
320	del_araBAD	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
320	del_araBAD	9	0	2079	0	0	1	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0
320	del_araBAD	9	0	4620	1	0	1	0	2	8	0	1	10	1	0	0	0	0	1	0	0	0	2	0	0	0	8	0	0	0	1	0	0	0	9	0	0
320	del_araBAD	9	0	6929	2	0	35	1	2	73	9	1	16	2	0	0	0	0	35	0	0	1	2	1	0	0	73	0	0	8	1	0	0	0	16	0	0
320	del_araBAD	9	0	9240	36	0	1	63	2	14	22	1	4	36	0	0	0	0	1	0	0	64	2	1	0	0	13	0	0	21	1	0	0	0	4	0	0
320	del_araBAD	9	0	11549	36	0	10	66	2	43	23	1	8	36	0	0	0	0	10	0	0	67	2	1	0	0	42	0	0	22	1	1	0	0	7	0	0
320	del_araBAD	9	0	13859	44	0	26	96	2	40	28	1	29	44	0	1	0	0	29	0	0	97	2	2	0	0	39	0	0	27	1	1	0	0	30	0	0
320	del_araBAD	9	0	16169	53	2	33	122	7	52	40	2	31	53	0	2	0	0	37	0	0	123	2	5	0	0	53	0	0	39	1	1	0	0	35	0	0
320	del_araBAD	9	0	18480	71	2	72	164	7	80	53	2	165	71	0	2	0	0	74	0	0	165	2	5	0	0	80	0	0	52	1	1	0	0	166	0	0
320	del_araBAD	9	0	20789	125	2	38	229	8	54	187	2	72	125	0	2	0	0	38	0	0	230	2	6	0	0	53	0	0	186	1	1	0	0	73	0	0
321	del_mutL	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
321	del_mutL	9	1	2079	0	0	147	0	0	270	0	0	68	0	0	0	0	6	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	8	0	0	0
321	del_mutL	9	1	4620	40	0	463	85	0	582	17	0	144	2	0	0	0	4	351	159	0	7	0	0	0	9	363	232	0	2	0	0	0	6	82	57	0
321	del_mutL	9	1	6929	86	0	526	159	0	621	46	0	164	49	0	67	14	3	337	195	0	82	0	99	25	8	269	264	0	31	0	18	2	6	69	92	0
321	del_mutL	9	1	9240	138	3	513	201	7	629	86	6	140	100	3	75	33	0	346	188	0	123	7	106	56	1	329	269	0	69	6	18	7	0	81	76	0
321	del_mutL	9	1	11549	149	3	887	221	8	1229	94	6	272	149	3	75	149	0	376	357	0	221	8	106	237	0	361	537	0	92	6	18	45	0	94	134	0
321	del_mutL	9	1	13859	252	3	1559	362	8	1637	136	6	296	252	3	76	240	0	661	620	0	362	8	110	372	0	498	672	0	135	6	19	71	0	101	124	0
321	del_mutL	9	1	16169	311	3	2503	470	9	2096	155	6	371	311	3	77	302	7	790	1332	0	469	8	111	485	3	599	906	0	153	6	20	99	0	111	143	0
321	del_mutL	9	1	18480	919	5	2083	751	9	2154	196	6	457	875	5	83	348	7	897	795	0	737	9	124	559	3	815	668	1	194	6	21	107	1	200	130	0
321	del_mutL	9	1	20789	1128	36	2001	1105	56	1977	317	13	388	1078	5	94	1059	7	922	0	0	1075	10	130	1122	0	801	0	0	313	6	23	203	0	173	0	0
322	del_srlD	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
322	del_srlD	8	1	2079	0	0	12	0	0	5	0	0	24	0	0	0	0	11	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0
322	del_srlD	8	1	4620	1	0	25	1	0	17	9	0	47	11	0	0	0	0	14	0	0	3	0	0	0	1	13	0	0	1	1	0	0	0	38	0	0
322	del_srlD	8	1	9240	6	0	20	9	0	9	40	0	18	5	0	0	0	0	9	0	0	8	0	4	0	1	8	0	0	32	1	2	0	0	6	0	0
322	del_srlD	8	1	11549	6	0	57	9	0	49	40	0	75	5	0	0	0	0	58	0	0	9	0	10	0	1	39	0	0	32	1	4	0	0	64	0	0
322	del_srlD	8	1	13859	33	0	64	40	0	86	82	0	42	32	0	0	0	0	64	0	0	40	0	11	0	1	74	0	0	73	1	4	0	0	32	0	0
322	del_srlD	8	1	16169	53	0	59	104	0	44	91	0	41	52	0	1	0	0	58	0	0	104	0	12	0	1	31	0	0	82	1	4	0	0	31	0	0
322	del_srlD	8	1	18480	56	0	89	117	0	63	91	0	107	55	0	1	0	0	88	0	0	117	0	13	0	1	49	0	0	83	1	5	0	0	100	0	0
322	del_srlD	8	1	20789	72	0	380	139	0	573	152	0	177	71	0	1	0	0	380	0	0	139	0	13	0	3	557	0	0	145	1	5	0	0	178	0	0
323	del_mutL_araBAD	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323	del_mutL_araBAD	8	1	2079	0	0	165	0	0	303	0	0	94	0	0	0	0	59	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	21	0	0	0
323	del_mutL_araBAD	8	1	4620	78	7	232	131	6	441	52	4	100	43	8	0	0	8	77	136	0	77	8	0	0	20	161	242	0	15	4	0	0	2	36	54	0
323	del_mutL_araBAD	8	1	6929	139	8	312	222	6	648	79	4	150	102	10	36	41	7	68	162	0	164	9	75	77	20	150	330	0	41	4	12	11	2	47	81	0
323	del_mutL_araBAD	8	1	11549	270	8	407	488	6	749	139	4	181	236	10	61	69	3	146	124	0	437	9	138	142	11	244	203	0	103	4	22	24	0	61	74	0
323	del_mutL_araBAD	8	1	13859	331	9	519	569	8	999	190	4	166	291	10	118	120	2	128	150	0	504	9	233	228	11	247	282	1	151	4	32	34	0	63	50	0
323	del_mutL_araBAD	8	1	16169	419	13	459	726	14	917	215	5	176	377	10	145	174	3	132	107	0	659	11	301	343	13	255	165	0	184	4	51	51	1	72	59	0
323	del_mutL_araBAD	8	1	18480	433	13	727	757	17	1340	221	5	328	430	11	156	227	2	212	135	0	751	15	324	427	10	353	234	0	222	5	59	70	1	123	75	0
323	del_mutL_araBAD	8	1	20789	802	175	319	1423	363	549	368	73	213	573	11	156	228	3	325	0	0	994	15	325	432	9	560	0	0	298	5	66	73	0	212	0	0
324	wt	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
324	wt	9	1	2079	0	0	2	0	0	1	0	0	35	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	33	0	0	0
324	wt	9	1	4620	2	0	6	0	0	10	24	0	17	2	0	0	0	6	0	0	0	0	0	0	0	10	0	0	0	26	0	0	0	13	0	0	0
324	wt	9	1	6929	7	0	39	6	0	12	35	0	7	7	0	0	0	39	0	0	0	6	0	0	0	12	0	0	0	35	0	0	0	4	0	0	0
324	wt	9	1	9240	45	1	11	12	6	73	37	1	32	45	1	0	0	9	0	0	0	12	6	0	0	66	0	0	0	38	1	0	0	18	0	0	0
324	wt	9	1	11549	53	2	4	73	8	30	54	1	48	53	2	0	0	0	0	0	0	76	8	0	0	6	0	0	0	56	1	0	0	23	0	0	0
324	wt	9	1	13859	55	2	25	89	8	62	83	1	53	53	2	0	0	0	29	2	0	82	8	0	0	0	54	5	0	78	1	0	0	0	47	3	0
324	wt	9	1	16169	72	2	23	139	8	32	117	1	34	70	2	0	1	0	26	3	0	128	8	4	2	0	35	3	0	110	1	0	3	2	33	3	0
324	wt	9	1	18480	84	2	39	161	8	36	128	1	49	83	2	0	2	0	38	5	0	160	8	4	3	0	32	0	0	128	1	0	5	0	44	0	0
324	wt	9	1	20789	116	2	32	186	12	49	156	1	52	113	2	0	2	0	33	0	0	182	8	4	3	0	50	0	0	151	1	0	5	0	52	0	0
401	wt	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
401	wt	9	1	29	0	0	5	0	0	10	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	2	0	0	0
401	wt	9	1	66	0	1	8	3	7	12	1	0	4	2	1	0	0	4	0	0	0	3	7	0	0	12	0	0	0	1	0	0	0	4	0	0	0
401	wt	9	1	99	4	1	4	12	10	3	3	1	4	6	1	0	0	0	0	0	0	12	10	0	0	2	0	0	0	3	1	0	0	4	0	0	0
401	wt	9	1	132	4	1	11	12	11	14	5	2	5	4	1	0	0	0	0	0	0	12	11	0	0	2	0	0	0	6	2	0	0	0	0	0	0
401	wt	9	1	165	6	1	12	18	13	15	7	2	8	4	1	0	0	0	2	10	0	12	13	0	0	0	9	6	0	5	2	0	0	0	6	2	0
401	wt	9	1	198	7	1	26	20	13	66	11	2	16	5	1	1	1	0	0	24	0	14	13	3	5	0	6	52	0	9	2	2	1	0	4	11	0
401	wt	9	1	231	23	1	27	62	13	66	17	2	22	21	1	1	1	0	17	8	0	56	13	6	11	0	43	8	0	15	2	3	1	0	12	8	0
401	wt	9	1	264	40	1	42	99	13	83	26	2	70	38	1	1	2	0	11	28	0	93	13	8	11	0	16	50	0	24	2	4	2	0	8	58	0
401	wt	9	1	297	60	1	29	146	13	60	82	2	23	58	1	1	10	0	20	0	0	140	13	13	14	0	39	0	0	80	2	4	4	0	17	0	0
402	del_mutL_srlD	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
402	del_mutL_srlD	9	1	29	0	0	109	0	0	155	0	0	48	0	0	0	0	63	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	14	0	0	0
402	del_mutL_srlD	9	1	66	41	8	64	84	43	44	16	4	40	43	6	0	0	16	13	0	0	39	33	0	0	20	14	0	0	11	3	0	0	2	12	0	0
402	del_mutL_srlD	9	1	99	44	8	100	89	44	117	20	5	50	40	8	0	0	22	36	0	0	41	47	0	0	24	67	0	0	15	5	0	0	2	21	0	0
402	del_mutL_srlD	9	1	132	64	8	105	124	46	156	29	5	61	32	8	0	0	27	42	0	0	65	49	0	0	24	91	0	0	24	5	0	0	3	27	0	0
402	del_mutL_srlD	9	1	165	91	26	91	208	87	109	54	13	65	59	24	0	0	15	92	0	0	148	71	0	0	28	108	0	0	49	8	0	0	8	59	0	0
402	del_mutL_srlD	9	1	198	114	27	102	263	92	126	83	15	42	95	28	0	0	0	101	3	0	205	97	1	0	2	124	7	0	71	15	0	0	0	41	1	0
402	del_mutL_srlD	9	1	231	136	27	101	318	92	133	87	15	55	105	28	0	1	0	84	47	0	261	97	2	1	1	97	93	0	76	15	0	1	0	39	28	0
