pop	pop_type	num_TP	out	TP	SE	SF	SP	NE	NF	NP	IE	IF	IP	S1	S2	S3	S4	S5	S6	S7	S8	N1	N2	N3	N4	N5	N6	N7	N8	I1	I2	I3	I4	I5	I6	I7	I8
118	del_mutL_araBAD	8	1	1980	131	0	250	211	0	667	82	0	182	131	0	47	18	0	178	9	0	212	0	127	42	3	485	17	0	80	0	16	7	1	150	10	0
118	del_mutL_araBAD	8	1	2310	238	0	199	542	0	499	183	0	108	237	0	70	24	0	107	1	0	542	0	197	54	3	242	8	0	182	0	32	10	1	63	3	0
118	del_mutL_araBAD	8	1	2640	258	0	261	585	0	652	193	0	201	257	0	93	25	0	144	0	0	585	0	262	60	4	326	0	0	192	0	47	12	1	142	0	0
119	del_mutL_srlD	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
119	del_mutL_srlD	9	0	297	0	0	41	0	0	58	0	0	27	0	0	0	0	14	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	4	0	0	0
119	del_mutL_srlD	9	0	660	11	0	54	24	1	118	14	0	56	2	0	0	0	13	27	18	0	5	1	0	0	19	48	61	0	3	0	0	0	1	10	46	0
119	del_mutL_srlD	9	0	990	15	0	86	50	1	168	35	0	58	5	0	6	2	14	36	47	0	29	1	24	1	19	76	85	0	24	0	6	1	0	19	47	0
119	del_mutL_srlD	9	0	1320	38	0	113	80	1	242	49	0	64	43	0	15	10	8	32	47	0	83	1	55	10	16	78	91	0	48	0	13	7	1	12	33	0
119	del_mutL_srlD	9	0	1650	57	0	144	108	1	303	50	0	89	57	0	19	17	7	35	65	0	110	1	70	20	16	77	130	0	48	0	14	8	1	15	55	0
119	del_mutL_srlD	9	0	1980	101	0	253	177	1	554	67	0	169	100	0	21	20	7	65	142	0	180	1	78	25	17	191	255	0	66	0	16	11	1	27	118	0
119	del_mutL_srlD	9	0	2310	174	0	258	395	3	539	129	0	164	173	0	30	33	8	58	134	0	396	2	134	39	17	114	245	0	128	0	21	13	1	26	107	0
119	del_mutL_srlD	9	0	2640	217	4	318	459	9	747	145	0	294	215	1	48	48	7	57	164	0	459	2	191	69	20	96	381	0	144	0	33	23	1	21	217	0
119	del_mutL_srlD	9	0	2970	325	4	265	729	12	618	311	0	152	321	1	58	116	7	91	0	0	730	7	225	199	15	183	0	0	311	0	40	80	1	31	0	0
120	del_araBAD	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120	del_araBAD	9	1	297	0	0	0	0	0	7	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	8	0	0	0
120	del_araBAD	9	1	660	0	0	4	3	0	9	7	0	14	0	0	0	0	0	2	2	0	4	0	0	0	0	2	4	0	7	0	0	0	1	1	6	0
120	del_araBAD	9	1	990	4	0	15	6	0	18	10	0	11	4	0	0	0	0	0	15	0	5	0	1	1	0	1	14	0	6	0	0	0	0	0	4	0
120	del_araBAD	9	1	1320	19	0	24	17	0	21	10	0	14	19	0	0	0	0	24	0	0	17	0	1	3	0	15	2	0	6	0	0	1	0	3	8	0
120	del_araBAD	9	1	1650	43	0	11	29	0	25	12	0	58	43	0	0	0	0	0	11	0	29	0	2	3	0	2	18	0	7	0	0	1	0	4	53	0
120	del_araBAD	9	1	1980	53	0	54	43	0	41	50	0	77	53	0	0	0	0	2	57	0	43	0	2	4	0	4	34	0	46	0	1	1	0	3	75	0
120	del_araBAD	9	1	2310	96	0	17	71	0	29	112	0	18	96	0	0	0	0	4	18	0	71	0	2	5	0	9	16	0	109	0	1	1	0	3	17	0
120	del_araBAD	9	1	2640	102	0	24	84	0	42	124	0	33	102	0	0	0	0	13	15	0	84	0	3	7	0	30	5	0	124	0	2	3	0	25	4	0
120	del_araBAD	9	1	2970	111	0	37	101	0	114	135	0	84	111	0	0	14	0	23	0	0	101	0	3	12	1	98	0	0	135	0	2	7	0	75	0	0
121	del_mutL	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
121	del_mutL	8	1	297	0	0	14	0	0	29	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
121	del_mutL	8	1	660	9	0	46	16	0	93	3	0	34	0	0	0	0	0	46	0	0	0	0	0	0	0	94	0	0	1	0	0	0	0	33	0	0
121	del_mutL	8	1	990	30	0	177	52	0	159	17	1	34	21	0	4	0	0	173	0	0	37	0	13	0	0	148	0	0	14	0	2	0	0	32	0	0
121	del_mutL	8	1	1650	178	0	192	146	0	498	33	1	104	169	0	9	0	0	183	0	0	131	0	35	0	0	464	0	0	29	0	6	0	1	99	0	0
121	del_mutL	8	1	1980	220	0	284	286	0	708	68	1	138	211	0	18	0	0	266	0	0	271	0	61	0	0	650	0	0	64	1	8	0	0	131	0	0
121	del_mutL	8	1	2310	287	0	245	469	0	608	99	1	125	277	0	19	0	0	227	0	0	455	0	61	0	0	549	0	0	95	1	8	0	0	119	0	0
121	del_mutL	8	1	2640	301	0	387	501	1	943	106	1	258	291	0	22	0	0	366	0	0	486	0	68	0	2	875	0	0	103	1	9	0	0	249	0	0
121	del_mutL	8	1	2970	448	0	325	866	1	787	225	1	189	438	0	27	0	0	308	0	0	851	0	71	0	1	731	0	0	222	1	12	0	0	180	0	0
122	del_srlD	3	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
122	del_srlD	3	-1	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
122	del_srlD	3	-1	1320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
122	del_srlD	3	-1	1980	0	0	243	0	0	461	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
123	del_mutL_araBAD	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
123	del_mutL_araBAD	9	1	297	0	0	29	0	0	54	0	0	14	0	0	0	0	5	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	1	0	0	0
123	del_mutL_araBAD	9	1	660	23	0	36	27	0	106	5	0	35	3	0	0	0	2	15	21	0	8	0	0	0	6	35	63	0	0	0	0	0	1	6	27	0
123	del_mutL_araBAD	9	1	990	31	0	93	55	0	170	18	0	57	11	0	5	1	1	15	74	0	36	0	19	1	6	21	123	0	13	0	2	0	1	4	50	0
123	del_mutL_araBAD	9	1	1320	96	0	96	146	0	222	56	0	61	75	0	6	1	1	68	31	0	126	0	22	2	7	111	102	0	50	0	2	0	1	32	28	0
123	del_mutL_araBAD	9	1	1650	153	1	146	249	0	414	79	0	128	134	0	19	12	2	84	35	0	229	0	45	39	9	195	139	0	73	0	11	6	1	79	34	0
123	del_mutL_araBAD	9	1	1980	212	1	185	392	0	499	147	0	72	194	0	22	24	2	115	39	0	373	0	62	104	7	268	102	0	142	0	13	15	1	38	25	0
123	del_mutL_araBAD	9	1	2310	270	1	208	499	0	630	154	0	134	262	0	52	32	2	48	80	0	487	0	172	149	7	124	189	0	152	0	35	25	1	34	41	0
123	del_mutL_araBAD	9	1	2640	310	1	239	611	0	796	183	0	198	301	0	61	46	2	90	46	0	598	0	209	177	9	290	123	0	181	0	43	30	2	89	35	0
123	del_mutL_araBAD	9	1	2970	392	1	318	817	0	960	256	0	209	383	0	64	67	2	195	0	0	808	0	251	253	9	456	0	0	254	0	48	53	1	109	0	0
124	wt	8	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
124	wt	8	-1	297	0	0	7	0	0	7	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
124	wt	8	-1	660	7	0	0	5	0	4	7	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
124	wt	8	-1	990	7	0	28	5	0	17	14	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
124	wt	8	-1	1650	35	0	13	16	0	26	19	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
124	wt	8	-1	1980	47	0	42	34	0	56	55	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
124	wt	8	-1	2310	88	0	14	82	0	41	63	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
124	wt	8	-1	2640	95	0	29	105	0	41	68	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
124	wt	8	-1	2970	95	0	65	105	0	224	68	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
201	wt	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
201	wt	9	1	1188	0	0	16	0	0	17	0	0	26	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	6	0	0	0
201	wt	9	1	2640	15	0	2	16	0	9	18	1	14	1	0	0	0	0	0	1	0	2	0	0	0	0	0	8	0	5	1	0	0	0	0	9	0
201	wt	9	1	3960	16	0	16	19	0	13	23	1	10	2	0	0	0	0	0	16	0	5	0	0	0	0	0	12	0	10	1	0	1	0	0	4	0
201	wt	9	1	5280	32	0	7	26	0	21	24	1	13	18	0	0	0	0	0	7	0	12	0	0	0	0	0	21	0	11	1	0	1	0	0	7	0
201	wt	9	1	6600	39	0	4	37	0	16	26	1	17	25	0	0	0	0	0	4	0	23	0	0	0	0	0	15	0	11	1	0	1	0	0	9	0
201	wt	9	1	7920	40	0	29	42	0	75	30	1	25	26	0	0	0	0	14	29	0	29	0	0	1	1	15	71	0	17	1	0	3	2	12	17	0
201	wt	9	1	9240	66	0	17	104	0	32	41	1	20	66	0	0	2	0	1	14	0	104	0	1	3	0	4	23	0	44	1	0	3	0	4	8	0
201	wt	9	1	10560	79	0	44	114	0	129	44	1	147	79	0	0	2	0	19	23	0	114	0	1	11	0	22	95	0	45	1	1	4	1	20	116	0
201	wt	9	1	11880	98	0	36	200	0	67	157	1	48	98	0	0	6	0	30	0	0	200	0	1	20	0	46	0	0	157	1	1	11	0	36	0	0
202	del_mutL_srlD	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
202	del_mutL_srlD	9	1	1188	0	0	85	0	0	112	0	0	52	0	0	0	0	26	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	7	0	0	0
202	del_mutL_srlD	9	1	2640	26	0	194	31	0	323	19	0	83	1	0	0	0	25	72	111	0	3	0	0	0	29	124	197	0	2	0	0	0	5	25	44	0
202	del_mutL_srlD	9	1	3960	63	0	207	87	0	345	33	0	102	37	0	11	6	25	66	116	0	56	0	24	8	29	106	213	0	14	0	6	1	5	20	64	0
202	del_mutL_srlD	9	1	5280	135	0	377	217	0	646	73	0	134	109	0	15	15	25	123	218	0	188	0	33	30	29	206	380	0	55	0	6	5	5	33	90	0
202	del_mutL_srlD	9	1	6600	200	0	568	331	0	954	105	0	189	175	0	21	46	25	166	330	0	303	0	51	72	29	269	563	0	88	0	8	13	5	48	121	0
202	del_mutL_srlD	9	1	7920	422	0	647	721	0	1073	182	0	239	397	0	24	50	25	193	376	0	693	0	54	89	29	348	579	0	165	0	8	13	5	70	156	0
202	del_mutL_srlD	9	1	9240	540	0	623	898	0	1041	255	0	198	516	0	25	82	25	241	309	0	869	0	54	151	29	408	494	0	236	0	9	22	5	78	119	0
202	del_mutL_srlD	9	1	10560	656	0	736	1047	5	1338	286	1	345	650	0	28	232	25	268	193	0	1043	0	57	411	34	501	357	0	281	0	10	77	6	103	162	0
202	del_mutL_srlD	9	1	11880	727	1	795	1205	6	1421	389	1	314	722	0	95	355	25	326	0	0	1200	6	166	615	28	617	0	0	384	1	33	141	5	140	0	0
203	del_araBAD	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
203	del_araBAD	9	0	1188	0	0	29	0	0	42	0	0	13	0	0	0	0	29	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	13	0	0	0
203	del_araBAD	9	0	2640	29	0	1	41	0	3	11	0	2	29	0	0	0	1	0	0	0	41	0	0	0	3	0	0	0	11	0	0	0	2	0	0	0
203	del_araBAD	9	0	3960	30	0	28	43	0	8	11	0	2	30	0	0	0	28	0	0	0	43	0	0	0	8	0	0	0	11	0	0	0	2	0	0	0
203	del_araBAD	9	0	5280	58	0	4	50	0	6	11	0	10	58	0	0	0	4	0	0	0	50	0	0	0	1	0	0	0	12	0	0	0	5	0	0	0
203	del_araBAD	9	0	6600	62	0	4	52	0	11	14	1	17	62	0	0	0	0	4	0	0	50	0	0	0	1	9	0	0	15	1	0	0	0	11	0	0
203	del_araBAD	9	0	7920	64	0	33	54	0	39	24	1	36	64	0	0	0	0	9	25	0	52	0	3	0	1	10	28	0	25	1	0	0	0	5	29	0
203	del_araBAD	9	0	9240	77	0	32	70	0	61	44	1	26	76	0	0	9	0	20	6	0	68	0	4	6	1	48	7	0	45	1	0	4	0	15	6	0
203	del_araBAD	9	0	10560	87	0	39	94	1	81	50	1	78	86	0	1	10	0	15	15	0	93	0	5	6	1	29	43	0	52	1	1	4	0	17	53	0
203	del_araBAD	9	0	11880	100	0	46	131	1	87	110	1	30	99	0	1	13	0	33	0	0	131	1	6	16	0	65	0	0	111	1	1	6	0	22	0	0
204	del_mutL	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
204	del_mutL	9	0	1188	0	0	5	0	0	12	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
204	del_mutL	9	0	2640	0	2	95	2	2	192	7	0	56	0	0	0	0	4	79	21	0	1	0	0	0	3	158	42	0	1	0	0	0	1	32	19	0
204	del_mutL	9	0	3960	13	2	117	42	3	217	28	0	44	13	3	1	4	2	110	14	0	39	3	8	2	0	211	31	0	20	1	1	0	0	39	7	0
204	del_mutL	9	0	5280	37	3	152	87	3	322	39	0	61	37	3	3	12	3	119	22	0	85	3	10	24	1	246	53	0	36	1	2	1	0	47	14	0
204	del_mutL	9	0	6600	68	8	162	156	13	323	61	2	45	66	6	8	18	0	147	202	0	154	4	25	32	0	287	361	0	58	1	2	2	0	47	76	0
204	del_mutL	9	0	7920	80	11	741	174	15	1381	66	3	236	78	6	15	220	0	459	57	0	172	4	44	393	0	848	116	0	64	1	5	78	0	149	11	0
204	del_mutL	9	0	9240	434	33	491	840	73	905	184	10	152	151	6	20	277	0	507	0	0	318	4	52	509	0	942	0	0	89	1	6	89	0	164	0	0
204	del_mutL	9	0	10560	504	70	685	989	123	1251	205	18	287	221	6	47	277	0	711	0	0	467	4	92	509	0	1296	0	0	110	1	12	89	0	299	0	0
204	del_mutL	9	0	11880	637	79	663	1276	153	1163	298	24	247	356	6	61	277	0	679	0	0	762	4	130	509	1	1186	0	0	205	1	20	89	0	254	0	0
205	del_srlD	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
205	del_srlD	9	0	1188	0	0	13	0	0	9	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
205	del_srlD	9	0	2640	0	0	21	3	0	10	4	0	26	0	0	0	0	0	19	2	0	1	0	0	0	1	7	2	0	0	0	0	0	0	2	23	0
205	del_srlD	9	0	3960	1	0	43	4	0	14	13	0	19	1	0	0	0	0	19	24	0	3	0	1	1	1	5	6	0	10	0	1	0	0	1	17	0
205	del_srlD	9	0	5280	24	0	22	9	0	15	18	0	18	24	0	0	0	0	22	3	0	8	0	1	1	1	7	6	0	15	0	1	0	0	3	28	0
205	del_srlD	9	0	6600	25	0	28	13	0	31	22	0	28	25	0	0	1	0	22	20	0	11	0	1	3	1	8	26	0	19	0	1	11	1	5	37	0
205	del_srlD	9	0	7920	32	0	87	32	0	110	31	0	86	32	0	0	13	0	42	33	0	32	0	1	8	1	37	65	0	32	0	1	21	1	18	58	0
205	del_srlD	9	0	9240	45	0	74	88	0	54	70	0	47	45	0	0	16	0	39	23	0	87	0	1	14	1	21	31	0	71	0	2	25	1	8	37	0
205	del_srlD	9	0	10560	45	0	129	88	0	163	70	0	171	45	0	0	19	0	47	63	0	87	0	1	25	1	34	103	0	71	0	2	38	1	35	108	0
205	del_srlD	9	0	11880	103	0	82	189	0	81	195	0	87	103	0	0	30	0	52	0	0	188	0	1	39	1	41	0	0	196	0	2	52	1	31	0	0
206	del_mutL_araBAD	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
206	del_mutL_araBAD	9	0	1188	0	0	29	0	0	71	0	0	26	0	0	0	0	13	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	10	0	0	0
206	del_mutL_araBAD	9	0	2640	22	0	256	50	1	470	18	0	102	9	0	0	0	6	199	71	0	18	1	0	0	25	342	136	0	7	0	0	0	11	71	28	0
206	del_mutL_araBAD	9	0	3960	98	0	239	189	2	415	54	1	78	85	0	36	2	6	195	33	0	157	2	79	4	24	301	74	0	43	1	12	0	10	55	20	0
206	del_mutL_araBAD	9	0	5280	200	0	260	367	2	430	92	1	87	200	0	41	2	1	183	53	0	366	2	86	7	5	270	94	0	93	1	12	0	0	58	24	0
206	del_mutL_araBAD	9	0	6600	245	0	417	441	2	723	111	1	215	245	0	41	7	1	252	143	0	440	2	86	20	5	421	223	0	111	1	12	1	0	136	78	0
206	del_mutL_araBAD	9	0	7920	359	0	539	608	2	1013	210	1	221	359	0	41	41	1	282	187	0	609	2	86	76	4	486	368	0	210	1	12	15	0	113	91	0
206	del_mutL_araBAD	9	0	9240	577	0	378	1039	2	687	305	1	141	576	0	41	86	1	251	65	0	1038	2	87	158	4	430	99	0	305	1	12	31	0	98	35	0
206	del_mutL_araBAD	9	0	10560	650	0	543	1165	3	951	326	1	248	649	0	48	138	1	291	69	0	1164	2	101	243	5	525	82	0	327	1	16	55	0	129	49	0
206	del_mutL_araBAD	9	0	11880	733	0	588	1264	5	1080	373	1	266	732	0	48	168	1	372	0	0	1263	2	103	284	7	690	0	0	374	1	17	74	0	174	0	0
207	del_mutL_srlD	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
207	del_mutL_srlD	9	1	1188	0	0	131	0	0	257	0	0	67	0	0	0	0	9	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	6	0	0	0
207	del_mutL_srlD	9	1	2640	69	1	229	139	7	388	26	2	85	7	1	0	0	1	71	125	0	9	7	0	0	2	130	203	0	4	2	0	0	0	32	37	0
207	del_mutL_srlD	9	1	3960	84	1	288	162	7	455	31	2	92	19	1	6	2	1	142	129	0	30	7	16	1	2	221	219	0	7	2	4	0	0	45	40	0
207	del_mutL_srlD	9	1	5280	172	1	436	270	8	785	53	2	184	117	1	23	4	1	247	182	0	154	8	56	2	1	465	291	0	34	2	14	0	0	124	57	0
207	del_mutL_srlD	9	1	6600	263	1	541	469	8	879	97	2	233	203	1	57	5	1	185	323	0	351	8	136	4	1	287	493	0	77	2	32	0	0	84	130	0
207	del_mutL_srlD	9	1	7920	331	1	697	560	8	1155	153	2	266	271	1	71	6	1	324	326	0	443	8	152	4	2	524	516	0	134	2	35	0	0	145	101	0
207	del_mutL_srlD	9	1	9240	645	1	420	1112	8	670	271	2	160	584	1	90	16	0	210	144	0	995	8	185	22	1	334	193	0	257	2	42	3	0	85	47	0
207	del_mutL_srlD	9	1	10560	659	1	623	1140	8	1036	276	2	270	600	1	152	33	0	208	245	0	1024	8	316	33	3	332	367	0	263	2	69	9	0	95	100	0
207	del_mutL_srlD	9	1	11880	834	1	736	1389	9	1241	353	2	294	775	1	188	113	0	494	0	0	1274	8	396	176	0	785	0	0	342	2	88	37	1	179	0	0
209	del_mutL	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
209	del_mutL	9	0	1188	0	0	60	0	0	111	0	0	32	0	0	0	0	29	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	11	0	0	0
209	del_mutL	9	0	2640	50	0	155	91	0	285	21	1	64	29	0	0	0	2	144	37	0	55	0	0	0	5	253	72	0	10	1	0	0	0	58	16	0
209	del_mutL	9	0	3960	122	2	141	191	3	268	42	1	53	119	1	1	7	2	143	0	0	186	1	5	16	4	263	0	0	43	1	1	1	0	50	0	0
209	del_mutL	9	0	5280	169	3	185	257	7	350	57	1	71	166	2	6	7	1	182	0	0	248	2	11	16	3	347	0	0	55	1	1	1	0	72	0	0
209	del_mutL	9	0	6600	187	7	324	288	19	596	66	1	158	183	3	8	7	0	298	49	0	277	5	25	16	1	515	95	1	64	1	1	1	1	141	26	0
209	del_mutL	9	0	7920	283	8	466	451	23	798	138	1	181	279	3	8	11	0	439	56	1	441	7	29	19	1	713	112	0	137	2	1	3	0	161	31	0
209	del_mutL	9	0	9240	424	9	389	681	30	679	194	2	145	419	4	9	29	0	382	61	0	669	8	35	62	1	644	102	0	193	2	1	10	0	142	22	0
209	del_mutL	9	0	10560	432	11	712	695	37	1317	192	4	372	427	4	19	75	0	516	118	0	683	9	66	150	0	913	234	0	192	2	7	24	0	254	91	0
209	del_mutL	9	0	11880	581	18	713	1016	68	1297	339	8	316	575	4	21	84	0	628	0	0	1009	9	67	161	1	1134	0	0	339	2	7	27	0	288	0	0
210	del_srlD	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210	del_srlD	9	1	1188	0	0	14	0	0	9	0	0	10	0	0	0	0	4	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	5	0	0	0
210	del_srlD	9	1	2640	0	0	22	5	0	10	8	0	7	3	0	0	0	3	15	1	0	5	0	0	0	3	1	4	0	5	0	0	0	3	3	2	0
210	del_srlD	9	1	3960	1	1	40	9	2	24	9	2	9	2	1	13	0	1	2	20	0	8	2	1	0	2	0	18	0	7	2	0	0	1	4	5	0
210	del_srlD	9	1	5280	21	1	29	28	3	25	13	2	11	21	1	14	0	1	4	9	0	26	3	1	0	1	2	22	0	11	2	0	0	2	4	6	0
210	del_srlD	9	1	6600	30	2	40	48	4	14	18	4	34	30	2	16	0	1	9	14	0	48	4	3	0	2	6	3	0	16	4	0	0	0	33	2	0
210	del_srlD	9	1	7920	36	2	81	53	4	60	47	4	28	36	2	17	0	1	41	28	0	53	4	4	0	2	30	27	0	45	4	0	0	0	20	9	0
210	del_srlD	9	1	9240	44	2	126	77	4	137	54	4	39	43	2	17	0	1	42	73	0	77	4	4	0	3	29	104	0	52	4	0	0	0	22	18	0
210	del_srlD	9	1	10560	95	2	106	178	4	130	72	4	139	94	2	17	6	2	53	30	0	178	4	4	1	3	50	74	0	69	4	0	0	0	70	70	0
210	del_srlD	9	1	11880	117	2	100	251	4	102	142	4	111	115	2	17	16	1	68	0	0	251	4	4	4	2	92	0	0	139	4	1	0	0	113	0	0
211	del_mutL_araBAD	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
211	del_mutL_araBAD	7	1	1188	0	0	54	0	0	87	0	0	34	0	0	0	0	21	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	8	0	0	0
211	del_mutL_araBAD	7	1	5280	54	0	215	82	0	358	28	0	106	21	0	0	0	0	161	104	0	35	0	0	0	1	245	192	0	8	0	0	0	1	59	50	0
211	del_mutL_araBAD	7	1	6600	88	0	629	133	1	1141	48	1	230	78	0	38	84	0	402	109	0	115	1	54	150	0	687	256	0	29	1	9	30	0	136	51	0
211	del_mutL_araBAD	7	1	7920	224	0	784	374	2	1472	105	1	260	214	0	135	133	0	430	106	0	356	1	201	250	0	734	321	2	87	1	38	50	0	117	56	0
211	del_mutL_araBAD	7	1	9240	511	0	703	961	3	1218	197	2	231	502	0	227	162	0	243	88	0	942	3	347	348	0	395	160	0	179	1	55	67	0	79	32	1
211	del_mutL_araBAD	7	1	10560	604	0	1000	1099	3	1811	226	3	435	593	0	242	204	0	501	55	0	1076	3	375	402	3	886	152	0	211	2	64	76	1	262	35	0
211	del_mutL_araBAD	7	1	11880	710	0	1057	1333	3	1968	328	3	425	699	0	246	259	1	562	0	0	1311	3	383	552	2	1053	0	0	315	3	66	110	0	262	0	0
212	wt	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
212	wt	9	1	1188	0	0	6	0	0	11	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	6	0	0	0
212	wt	9	1	2640	6	0	1	8	0	10	10	0	9	0	0	0	0	0	1	0	0	0	0	0	0	2	8	0	0	6	0	0	0	0	4	0	0
212	wt	9	1	3960	6	0	29	11	0	19	12	0	11	0	0	0	0	0	29	0	0	3	0	1	0	2	16	0	0	7	0	0	0	0	8	0	0
212	wt	9	1	5280	34	0	4	23	0	19	16	0	10	28	0	0	0	0	8	0	0	15	0	1	0	2	23	0	0	11	0	0	0	0	8	0	0
212	wt	9	1	6600	37	0	6	33	0	26	19	0	25	35	0	0	0	0	1	5	0	32	0	1	0	2	8	16	0	15	0	0	0	0	4	19	0
212	wt	9	1	7920	41	0	37	50	1	69	34	0	15	39	0	0	1	0	2	35	0	49	2	1	0	0	13	56	0	30	0	0	1	0	6	10	0
212	wt	9	1	9240	76	0	43	110	2	82	39	0	19	75	0	0	1	0	2	40	0	110	2	1	0	0	8	73	0	38	0	1	3	0	3	11	0
212	wt	9	1	10560	114	0	25	176	2	43	50	0	57	113	0	0	1	0	16	8	0	175	2	1	7	0	20	16	0	48	0	1	4	0	36	16	0
212	wt	9	1	11880	115	0	60	189	2	161	66	0	144	114	0	0	8	0	53	0	0	188	2	1	10	0	151	0	0	64	0	1	4	0	141	0	0
213	wt	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
213	wt	8	0	1188	0	0	5	0	0	4	0	0	11	0	0	0	0	5	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	5	0	0	0
213	wt	8	0	2640	5	0	1	3	1	7	3	1	8	5	0	0	0	0	1	0	0	2	0	0	0	1	8	0	0	2	1	0	0	2	3	0	0
213	wt	8	0	3960	6	0	20	8	1	26	4	1	15	6	0	0	0	0	20	0	0	7	0	2	0	1	24	0	0	3	1	0	0	2	13	0	0
213	wt	8	0	5280	26	0	28	25	1	90	14	1	26	26	0	0	0	0	28	0	0	24	0	2	0	1	88	0	0	13	1	0	0	1	25	0	0
