"pop" "pop_type" "day" "num_fixed_basal" "num_fixed_major_minor" "ratio"
"106" 414 "del_mutL_srlD" 300 4 7 0.363636363636364
"533" 414 "del_mutL_srlD" 400 0 23 0
"572" 414 "del_mutL_srlD" 500 0 171 0
"622" 414 "del_mutL_srlD" 600 0 212 0
"309" 414 "del_mutL_srlD" 700 1 191 0.00520833333333333
"368" 414 "del_mutL_srlD" 800 2 435 0.0045766590389016
"426" 414 "del_mutL_srlD" 900 6 402 0.0147058823529412
"12" 415 "del_araBAD" 200 7 0 1
"87" 415 "del_araBAD" 300 7 0 1
"142" 415 "del_araBAD" 400 9 0 1
"193" 415 "del_araBAD" 500 1 0 1
"235" 415 "del_araBAD" 600 46 5 0.901960784313726
"279" 415 "del_araBAD" 700 7 29 0.194444444444444
"326" 415 "del_araBAD" 800 24 99 0.195121951219512
"393" 415 "del_araBAD" 900 22 118 0.157142857142857
"20" 416 "del_mutL" 200 26 0 1
"94" 416 "del_mutL" 300 1 38 0.0256410256410256
"148" 416 "del_mutL" 400 1 28 0.0344827586206897
"203" 416 "del_mutL" 500 2 31 0.0606060606060606
"603" 416 "del_mutL" 600 0 26 0
"289" 416 "del_mutL" 700 6 22 0.214285714285714
"341" 416 "del_mutL" 800 18 72 0.2
"402" 416 "del_mutL" 900 1 1 0.5
"52" 417 "del_srlD" 200 7 0 1
"111" 417 "del_srlD" 300 12 0 1
"165" 417 "del_srlD" 400 4 0 1
"225" 417 "del_srlD" 500 1 13 0.0714285714285714
"254" 417 "del_srlD" 600 2 27 0.0689655172413793
"669" 417 "del_srlD" 700 0 35 0
"712" 417 "del_srlD" 800 0 68 0
"432" 417 "del_srlD" 900 3 104 0.0280373831775701
"33" 418 "del_mutL_araBAD" 200 22 0 1
"485" 418 "del_mutL_araBAD" 300 0 36 0
"524" 418 "del_mutL_araBAD" 400 0 17 0
"211" 418 "del_mutL_araBAD" 500 1 1 0.5
"614" 418 "del_mutL_araBAD" 600 0 139 0
"301" 418 "del_mutL_araBAD" 700 1 80 0.0123456790123457
"696" 418 "del_mutL_araBAD" 800 0 139 0
"413" 418 "del_mutL_araBAD" 900 15 338 0.0424929178470255
"107" 419 "del_mutL_srlD" 300 1 0 1
"534" 419 "del_mutL_srlD" 400 0 81 0
"573" 419 "del_mutL_srlD" 500 0 62 0
"623" 419 "del_mutL_srlD" 600 0 36 0
"660" 419 "del_mutL_srlD" 700 0 115 0
"701" 419 "del_mutL_srlD" 800 0 160 0
"740" 419 "del_mutL_srlD" 900 0 36 0
"13" 420 "del_araBAD" 200 11 0 1
"88" 420 "del_araBAD" 300 7 0 1
"143" 420 "del_araBAD" 400 6 0 1
"194" 420 "del_araBAD" 500 5 0 1
"594" 420 "del_araBAD" 600 0 40 0
"646" 420 "del_araBAD" 700 0 15 0
"327" 420 "del_araBAD" 800 4 35 0.102564102564103
"394" 420 "del_araBAD" 900 13 39 0.25
"21" 421 "del_mutL" 200 18 0 1
"95" 421 "del_mutL" 300 8 31 0.205128205128205
"149" 421 "del_mutL" 400 18 60 0.230769230769231
"204" 421 "del_mutL" 500 2 32 0.0588235294117647
"652" 421 "del_mutL" 700 0 179 0
"689" 421 "del_mutL" 800 0 88 0
"735" 421 "del_mutL" 900 0 1 0
"53" 422 "del_srlD" 200 6 0 1
"166" 422 "del_srlD" 400 4 0 1
"226" 422 "del_srlD" 500 6 0 1
"255" 422 "del_srlD" 600 1 0 1
"314" 422 "del_srlD" 700 3 0 1
"375" 422 "del_srlD" 800 29 0 1
"433" 422 "del_srlD" 900 5 0 1
"34" 423 "del_mutL_araBAD" 200 19 0 1
"486" 423 "del_mutL_araBAD" 300 0 1 0
"153" 423 "del_mutL_araBAD" 400 54 0 1
"212" 423 "del_mutL_araBAD" 500 130 22 0.855263157894737
"246" 423 "del_mutL_araBAD" 600 1 16 0.0588235294117647
"302" 423 "del_mutL_araBAD" 700 5 39 0.113636363636364
"697" 423 "del_mutL_araBAD" 800 0 197 0
"414" 423 "del_mutL_araBAD" 900 14 138 0.0921052631578947
"64" 424 "wt" 200 7 0 1
"118" 424 "wt" 300 14 0 1
"170" 424 "wt" 400 26 0 1
"233" 424 "wt" 500 30 0 1
"262" 424 "wt" 600 11 0 1
"321" 424 "wt" 700 3 14 0.176470588235294
"385" 424 "wt" 800 13 93 0.122641509433962
"437" 424 "wt" 900 6 27 0.181818181818182
"80" 501 "wt" 230 7 0 1
"135" 501 "wt" 340 2 0 1
"188" 501 "wt" 450 4 0 1
"386" 501 "wt" 800 1 0 1
"453" 501 "wt" 910 11 0 1
"76" 502 "del_mutL_srlD" 230 13 0 1
"129" 502 "del_mutL_srlD" 340 22 1 0.956521739130435
"180" 502 "del_mutL_srlD" 450 13 0 1
"369" 502 "del_mutL_srlD" 800 1 11 0.0833333333333333
"448" 502 "del_mutL_srlD" 910 17 59 0.223684210526316
"763" 502 "del_mutL_srlD" 1020 0 71 0
"65" 503 "del_araBAD" 230 4 0 1
"119" 503 "del_araBAD" 340 4 2 0.666666666666667
"542" 503 "del_araBAD" 450 0 6 0
"263" 503 "del_araBAD" 680 1 0 1
"685" 503 "del_araBAD" 800 0 89 0
"753" 503 "del_araBAD" 910 0 5 0
"69" 504 "del_mutL" 230 34 0 1
"123" 504 "del_mutL" 340 2 0 1
"173" 504 "del_mutL" 450 12 0 1
"267" 504 "del_mutL" 680 5 1 0.833333333333333
"342" 504 "del_mutL" 800 21 0 1
"441" 504 "del_mutL" 910 14 2 0.875
"760" 504 "del_mutL" 1020 0 67 0
"78" 505 "del_srlD" 230 4 0 1
"184" 505 "del_srlD" 450 10 0 1
"276" 505 "del_srlD" 680 1 0 1
"376" 505 "del_srlD" 800 6 0 1
"450" 505 "del_srlD" 910 2 0 1
"461" 505 "del_srlD" 1020 1 0 1
"73" 506 "del_mutL_araBAD" 230 3 0 1
"176" 506 "del_mutL_araBAD" 450 15 0 1
"269" 506 "del_mutL_araBAD" 680 20 58 0.256410256410256
"354" 506 "del_mutL_araBAD" 800 6 45 0.117647058823529
"754" 506 "del_mutL_araBAD" 910 0 4 0
"761" 506 "del_mutL_araBAD" 1020 0 3 0
"130" 507 "del_mutL_srlD" 340 16 69 0.188235294117647
"181" 507 "del_mutL_srlD" 450 33 11 0.75
"273" 507 "del_mutL_srlD" 680 2 196 0.0101010101010101
"66" 508 "del_araBAD" 230 4 0 1
"120" 508 "del_araBAD" 340 7 0 1
"171" 508 "del_araBAD" 450 2 0 1
"264" 508 "del_araBAD" 680 16 0 1
"438" 508 "del_araBAD" 910 15 0 1
"70" 509 "del_mutL" 230 11 0 1
"124" 509 "del_mutL" 340 34 0 1
"174" 509 "del_mutL" 450 17 0 1
"268" 509 "del_mutL" 680 4 0 1
"343" 509 "del_mutL" 800 10 0 1
"442" 509 "del_mutL" 910 13 0 1
"455" 509 "del_mutL" 1020 4 0 1
"79" 510 "del_srlD" 230 5 0 1
"133" 510 "del_srlD" 340 7 0 1
"185" 510 "del_srlD" 450 2 0 1
"277" 510 "del_srlD" 680 4 95 0.0404040404040404
"756" 510 "del_srlD" 910 0 4 0
"764" 510 "del_srlD" 1020 0 4 0
"177" 511 "del_mutL_araBAD" 450 36 0 1
"270" 511 "del_mutL_araBAD" 680 2 0 1
"355" 511 "del_mutL_araBAD" 800 23 0 1
"445" 511 "del_mutL_araBAD" 910 35 0 1
"762" 511 "del_mutL_araBAD" 1020 0 10 0
"81" 512 "wt" 230 3 0 1
"136" 512 "wt" 340 2 9 0.181818181818182
"189" 512 "wt" 450 1 0 1
"387" 512 "wt" 800 1 3 0.25
"454" 512 "wt" 910 8 12 0.4
"82" 513 "wt" 230 8 0 1
"137" 513 "wt" 340 4 1 0.8
"544" 513 "wt" 450 0 3 0
"719" 513 "wt" 800 0 1 0
"757" 513 "wt" 910 0 103 0
"463" 513 "wt" 1020 3 3 0.5
"77" 514 "del_mutL_srlD" 230 3 0 1
"131" 514 "del_mutL_srlD" 340 23 3 0.884615384615385
"182" 514 "del_mutL_srlD" 450 3 0 1
"274" 514 "del_mutL_srlD" 680 1 1 0.5
"702" 514 "del_mutL_srlD" 800 0 1 0
"755" 514 "del_mutL_srlD" 910 0 118 0
"459" 514 "del_mutL_srlD" 1020 7 12 0.368421052631579
"67" 515 "del_araBAD" 230 9 0 1
"121" 515 "del_araBAD" 340 5 159 0.0304878048780488
"543" 515 "del_araBAD" 450 0 54 0
"265" 515 "del_araBAD" 680 6 0 1
"328" 515 "del_araBAD" 800 5 0 1
"439" 515 "del_araBAD" 910 1 0 1
"758" 515 "del_araBAD" 1020 0 10 0
"71" 516 "del_mutL" 230 29 0 1
"125" 516 "del_mutL" 340 3 0 1
"175" 516 "del_mutL" 450 88 0 1
"634" 516 "del_mutL" 680 0 217 0
"344" 516 "del_mutL" 800 116 148 0.439393939393939
"443" 516 "del_mutL" 910 3 34 0.0810810810810811
"456" 516 "del_mutL" 1020 2 2 0.5
"186" 517 "del_srlD" 450 7 0 1
"377" 517 "del_srlD" 800 21 0 1
"451" 517 "del_srlD" 910 5 0 1
"74" 518 "del_mutL_araBAD" 230 13 0 1
"127" 518 "del_mutL_araBAD" 340 18 0 1
"178" 518 "del_mutL_araBAD" 450 14 0 1
"271" 518 "del_mutL_araBAD" 680 10 0 1
"356" 518 "del_mutL_araBAD" 800 11 0 1
"446" 518 "del_mutL_araBAD" 910 20 0 1
"457" 518 "del_mutL_araBAD" 1020 1 0 1
"132" 519 "del_mutL_srlD" 340 29 35 0.453125
"183" 519 "del_mutL_srlD" 450 25 3 0.892857142857143
"275" 519 "del_mutL_srlD" 680 7 3 0.7
"370" 519 "del_mutL_srlD" 800 17 12 0.586206896551724
"449" 519 "del_mutL_srlD" 910 6 46 0.115384615384615
"460" 519 "del_mutL_srlD" 1020 2 33 0.0571428571428571
"68" 520 "del_araBAD" 230 2 0 1
"122" 520 "del_araBAD" 340 4 2 0.666666666666667
"172" 520 "del_araBAD" 450 1 0 1
"266" 520 "del_araBAD" 680 2 0 1
"329" 520 "del_araBAD" 800 9 4 0.692307692307692
"440" 520 "del_araBAD" 910 11 9 0.55
"759" 520 "del_araBAD" 1020 0 4 0
"72" 521 "del_mutL" 230 5 0 1
"126" 521 "del_mutL" 340 1 0 1
"635" 521 "del_mutL" 680 0 1 0
"690" 521 "del_mutL" 800 0 12 0
"444" 521 "del_mutL" 910 8 56 0.125
"134" 522 "del_srlD" 340 5 0 1
"187" 522 "del_srlD" 450 6 0 1
"378" 522 "del_srlD" 800 8 0 1
"452" 522 "del_srlD" 910 5 0 1
"462" 522 "del_srlD" 1020 1 0 1
"75" 523 "del_mutL_araBAD" 230 3 0 1
"128" 523 "del_mutL_araBAD" 340 19 0 1
"179" 523 "del_mutL_araBAD" 450 18 0 1
"272" 523 "del_mutL_araBAD" 680 6 2 0.75
"357" 523 "del_mutL_araBAD" 800 3 24 0.111111111111111
"447" 523 "del_mutL_araBAD" 910 1 2 0.333333333333333
"458" 523 "del_mutL_araBAD" 1020 1 0 1
"138" 524 "wt" 340 4 0 1
"190" 524 "wt" 450 2 0 1
"388" 524 "wt" 800 15 0 1
"464" 524 "wt" 1020 2 0 1
